"","round","female","migrant","age","education","polint","prof_training","employment","east","party_pref","internal_effic_ind","external_effic_ind","risk_aversion_ind","csp","active_sport","active_music","active_union","active_environment","active_social","active_religion","active_political","active_other","treatment","wtr_cand","wtr_engage","information","perception_risk_1","perception_risk_2","perception_envir_ind","wtr_ind_full","wtr_ind_reduc","wtr_ind_friend","wtr_work_bt","traits_1","traits_2","traits_3","traits_4","traits_5","traits_6","traits_7","third_round"
"3151",3,1,0,37,2,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,3,3.25,2.25,1.5,3,2,NA,NA,NA,NA,NA,NA,NA,1
"3161",3,0,1,44,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,1,NA,NA,2,4,3,2.5,3.5,4,NA,NA,NA,NA,NA,NA,NA,1
"3171",3,0,0,26,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,NA,NA,5,4.25,4.75,5,4.5,4,NA,NA,NA,NA,NA,NA,NA,1
"3181",3,0,1,59,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,4,5,NA,NA,3,4,3.75,4.5,3,5,NA,NA,NA,NA,NA,NA,NA,1
"3191",3,1,0,62,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,2.5,1.5,1,2,1,NA,NA,NA,NA,NA,NA,NA,1
"3201",3,1,0,52,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,3.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3211",3,1,0,47,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,1,NA,NA,2,2.75,1.5,1.5,1.5,2,NA,NA,NA,NA,NA,NA,NA,1
"322",3,0,1,56,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,2.75,1.25,1,1.5,1,NA,NA,NA,NA,NA,NA,NA,1
"323",3,1,0,60,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,2,NA,NA,1,3.5,1.25,1.5,1,2,NA,NA,NA,NA,NA,NA,NA,1
"3241",3,0,0,68,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,NA,NA,1,2.75,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,1
"3251",3,1,0,70,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3261",3,1,0,43,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,1.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"327",3,0,1,47,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,2.75,1.25,1,1.5,3,NA,NA,NA,NA,NA,NA,NA,1
"328",3,0,1,69,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,3,1.25,1,1.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3291",3,0,0,63,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,1,NA,NA,3,3,2.25,2,2.5,1,NA,NA,NA,NA,NA,NA,NA,1
"3301",3,0,1,35,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,NA,NA,3,2.25,2.5,2.5,2.5,2,NA,NA,NA,NA,NA,NA,NA,1
"3311",3,1,1,57,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,2.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3321",3,0,0,33,1,7,NA,NA,NA,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,4,4,NA,NA,4,4.5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1
"333",3,1,0,38,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,1,NA,NA,2,3,3.5,2,5,3,NA,NA,NA,NA,NA,NA,NA,1
"334",3,0,0,67,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"335",3,0,0,56,1,7,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,1,3.25,1.75,2,1.5,4,NA,NA,NA,NA,NA,NA,NA,1
"336",3,0,0,37,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,2,NA,NA,3,3.25,2.75,2.5,3,3,NA,NA,NA,NA,NA,NA,NA,1
"337",3,1,0,52,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,1,2.5,1.75,1.5,2,4,NA,NA,NA,NA,NA,NA,NA,1
"3381",3,0,0,60,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,NA,NA,5,2.25,1.75,1,2.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3391",3,1,0,27,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,1,3.25,3.5,3,4,5,NA,NA,NA,NA,NA,NA,NA,1
"340",3,0,0,56,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3411",3,1,0,68,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3421",3,0,0,58,1,6,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,5,3.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"343",3,0,0,32,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"344",3,0,0,50,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,1.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3451",3,0,1,51,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,1,2.5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"346",3,1,0,50,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,NA,NA,3,4,1.75,1.5,2,3,NA,NA,NA,NA,NA,NA,NA,1
"3471",3,0,0,42,1,7,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,2,NA,NA,2,2.25,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,1
"3481",3,1,0,50,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"349",3,1,0,47,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"350",3,0,0,34,1,4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,2.75,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1
"351",3,1,0,34,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3521",3,1,1,63,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3531",3,1,0,56,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"354",3,1,0,61,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,2,3.75,1.5,1,2,3,NA,NA,NA,NA,NA,NA,NA,1
"3551",3,0,0,55,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,NA,NA,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"3561",3,0,1,53,1,7,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,5,5,NA,NA,4,3.75,4.5,5,4,5,NA,NA,NA,NA,NA,NA,NA,1
"3571",3,0,0,58,1,2,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1
"358",3,1,0,19,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1.25,1,1.5,3,NA,NA,NA,NA,NA,NA,NA,1
"359",3,0,0,62,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,4,NA,NA,1,2,4.75,4.5,5,4,NA,NA,NA,NA,NA,NA,NA,1
"3601",3,0,0,44,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,NA,NA,NA,2,1.75,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"361",3,1,0,68,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3621",3,0,0,61,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,2,3.25,2.25,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1
"3631",3,0,0,36,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3641",3,0,1,41,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3651",3,1,0,58,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,2.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3661",3,0,0,74,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,3,3.25,1.25,1.5,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3671",3,0,1,28,2,7,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,4,3,NA,NA,3,3.5,3.5,3.5,3.5,3,NA,NA,NA,NA,NA,NA,NA,1
"368",3,0,0,70,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3.75,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,1
"3691",3,1,0,67,1,3,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,NA,NA,1,3.5,3.25,2.5,4,2,NA,NA,NA,NA,NA,NA,NA,1
"3701",3,1,0,52,1,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,NA,NA,1,3.5,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,1
"3711",3,1,0,60,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,2,NA,NA,2,2.75,3,2.5,3.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3721",3,0,0,40,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3731",3,1,0,57,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3741",3,1,0,63,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3751",3,0,0,35,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3761",3,0,0,63,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3771",3,0,0,53,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,4,NA,NA,2,3.75,3.75,4,3.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3781",3,0,0,71,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,3,4,NA,NA,1,4,4,3.5,4.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3791",3,0,0,37,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,2.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3801",3,1,0,54,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3.5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1
"381",3,1,0,36,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,1.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"382",3,0,0,73,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,NA,NA,NA,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"383",3,0,0,66,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"384",3,0,0,59,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,3,NA,NA,5,3.25,2.5,2,3,2,NA,NA,NA,NA,NA,NA,NA,1
"385",3,0,0,49,1,4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"386",3,0,0,54,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,4.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3871",3,0,0,45,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"388",3,0,0,65,3,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,4,4,NA,NA,1,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1
"389",3,0,0,19,1,7,NA,NA,NA,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,4,4,NA,NA,2,3.25,3.25,4,2.5,3,NA,NA,NA,NA,NA,NA,NA,1
"3901",3,1,0,63,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"3911",3,1,0,56,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,NA,NA,1,2.75,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,1
"392",3,0,0,72,1,7,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,5,NA,NA,2,3,4.75,4.5,5,1,NA,NA,NA,NA,NA,NA,NA,1
"3931",3,0,0,47,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,2,2,NA,NA,4,2.75,2.5,2,3,3,NA,NA,NA,NA,NA,NA,NA,1
"3941",3,1,0,38,1,5,NA,NA,NA,NA,NA,NA,NA,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,3,NA,NA,4,3.5,2.75,3.5,2,3,NA,NA,NA,NA,NA,NA,NA,1
"395",3,1,0,58,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"396",3,1,0,59,1,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"397",3,1,0,25,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,3,NA,NA,4,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,1
"398",3,0,1,38,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,3,NA,NA,2,3.5,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,1
"399",3,0,0,65,1,7,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,NA,NA,1,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"400",3,0,0,44,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,NA,NA,1,2.75,2.25,1.5,3,1,NA,NA,NA,NA,NA,NA,NA,1
"4011",3,0,0,55,1,7,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,NA,NA,4,3.75,3.5,4,3,3,NA,NA,NA,NA,NA,NA,NA,1
"4021",3,1,0,31,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3.75,1.25,1,1.5,2,NA,NA,NA,NA,NA,NA,NA,1
"4031",3,1,0,61,1,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4041",3,1,0,36,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,1,NA,NA,3,2.75,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"4051",3,1,0,35,1,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,3,3,1.5,1,2,1,NA,NA,NA,NA,NA,NA,NA,1
"406",3,0,0,51,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,2,NA,NA,3,2.75,3,2.5,3.5,2,NA,NA,NA,NA,NA,NA,NA,1
"4071",3,0,0,65,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"408",3,1,0,44,1,6,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,NA,NA,1,2.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"4091",3,1,1,22,1,4,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,3,NA,NA,3,2.25,2.75,2.5,3,2,NA,NA,NA,NA,NA,NA,NA,1
"4101",3,1,0,53,1,1,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"4111",3,1,0,65,1,1,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,NA,NA,NA,2,2.25,2.5,2,3,2,NA,NA,NA,NA,NA,NA,NA,1
"4121",3,0,0,23,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,3,2.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"4131",3,0,0,74,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,4,3.25,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1
"4141",3,1,0,30,1,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,3,NA,NA,3,3,1.75,2,1.5,1,NA,NA,NA,NA,NA,NA,NA,1
"415",3,1,0,63,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,NA,NA,2,2.75,1.66666666666667,1.5,2,2,NA,NA,NA,NA,NA,NA,NA,1
"4161",3,0,0,64,1,4,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"417",3,0,0,56,1,5,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,2,NA,NA,2,2.75,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"4181",3,1,0,65,1,5,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,NA,NA,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"419",3,0,0,50,1,4,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,3,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"4201",3,1,0,29,1,6,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,3,3,NA,NA,1,3.5,2.5,3,2,3,NA,NA,NA,NA,NA,NA,NA,1
