,crime,city,law,date,background,suspects,party,Land
8713,Diebstahl,Luckenwalde,STGB-242,27.07.2019,Nicht zuzuordnen,0,SPD,12
8714,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,SPD,12
8715,Sachbeschadigung,Luckenwalde,STGB-303,29.07.2019,Nicht zuzuordnen,1,CDU,12
8716,Sachbeschadigung,Luckenwalde,STGB-303,30.07.2019,Links,0,AfD,12
8717,Diebstahl,Luckenwalde,STGB-242,31.07.2019,Links,0,AfD,12
8718,Sachbeschadigung,Luckenwalde,STGB-303,03.08.2019,Nicht zuzuordnen,1,SPD,12
8719,Sachbeschadigung,Luckenwalde,STGB-303,04.08.2019,Links,0,AfD,12
8720,Sachbeschadigung,Luckenwalde,STGB-303,04.08.2019,Links,0,AfD,12
8721,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Luckenwalde,STGB-86A,07.08.2019,Nicht zuzuordnen,0,AfD,12
8722,Sachbeschadigung,Luckenwalde,STGB-303,10.08.2019,Links,0,AfD,12
8723,Sachbeschadigung,Luckenwalde,Â§ 303 StGB,05.04.2019,Links,0,AfD,12
8724,Diebstahl,Luckenwalde,Â§ 242 StGB,06.04.2019,Nicht zuzuordnen,1,SPD,12
8725,Diebstahl,Luckenwalde,Â§ 242 StGB,06.04.2019,Links,1,Sonstige Partei,12
8726,Diebstahl,Luckenwalde,Â§ 242 StGB,06.04.2019,Links,0,Sonstige Partei,12
8727,Sachbeschadigung,Luckenwalde,Â§ 303 StGB,28.04.2019,Links,0,Sonstige Partei,12
8728,Sachbeschadigung,Luckenwalde,Â§ 303 StGB,14.05.2019,Links,1,Sonstige Partei,12
8729,Sachbeschadigung,Luckenwalde,Â§ 303 StGB,17.05.2019,Nicht zuzuordnen,1,SPD,12
8730,Diebstahl,Luckenwalde,Â§ 242 StGB,29.05.2019,Links,0,AfD,12
8731,Sachbeschadigung,Luckenwalde,STGB-303,11.07.2019,Links,0,AfD,12
8732,Sachbeschadigung,Luckenwalde,STGB-303,20.07.2019,Links,0,AfD,12
8733,Sachbeschadigung,Luckenwalde,STGB-303,30.07.2019,Links,0,AfD,12
8734,Sachbeschadigung,Luckenwalde,STGB-303,14.07.2019,Links,0,AfD,12
8735,Sachbeschadigung,Luckenwalde,STGB-303,17.07.2019,Links,0,AfD,12
8736,Sachbeschadigung,Luckenwalde,STGB-303,20.07.2019,Links,0,AfD,12
8737,Diebstahl,Luckenwalde,STGB-242,22.07.2019,Links,0,AfD,12
8738,Diebstahl,Luckenwalde,STGB-242,27.07.2019,Nicht zuzuordnen,0,SPD,12
8739,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,SPD,12
8740,Sachbeschadigung,Luckenwalde,STGB-303,29.07.2019,Nicht zuzuordnen,1,CDU,12
8741,Sachbeschadigung,Luckenwalde,STGB-303,30.07.2019,Links,0,AfD,12
8742,Diebstahl,Luckenwalde,STGB-242,31.07.2019,Links,0,AfD,12
8743,Sachbeschadigung,Luckenwalde,STGB-303,03.08.2019,Nicht zuzuordnen,1,SPD,12
8744,Sachbeschadigung,Luckenwalde,STGB-303,04.08.2019,Links,0,AfD,12
8745,Sachbeschadigung,Luckenwalde,STGB-303,04.08.2019,Links,0,AfD,12
8746,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Luckenwalde,STGB-86A,07.08.2019,Nicht zuzuordnen,0,AfD,12
8747,Sachbeschadigung,Luckenwalde,STGB-303,10.08.2019,Links,0,AfD,12
8748,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,CDU,12
8749,Sachbeschadigung,Luckenwalde,STGB-303,29.07.2019,Nicht zuzuordnen,1,SPD,12
8750,Sachbeschadigung,Luckenwalde,STGB-303,03.08.2019,Nicht zuzuordnen,1,SPD,12
8751,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,CDU,12
8752,Sachbeschadigung,Luckenwalde,STGB-303,29.07.2019,Nicht zuzuordnen,1,SPD,12
8753,Sachbeschadigung,Luckenwalde,STGB-303,03.08.2019,Nicht zuzuordnen,1,SPD,12
8754,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,SPD,12
8755,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,SPD,12
8756,Sachbeschadigung,Luckenwalde,STGB-303,03.08.2019,Nicht zuzuordnen,1,GRÜNE,12
8757,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,GRÜNE,12
8758,Sachbeschadigung,Luckenwalde,STGB-303,27.07.2019,Nicht zuzuordnen,1,GRÜNE,12
8759,Sachbeschadigung,Luckenwalde,STGB-303,03.08.2019,Nicht zuzuordnen,1,CDU,12
8760,,Luckow,,,,,,13
8761,,Ludenscheid,,,,,,5
8762,,Luder,,,,,,3
8763,,Ludersburg,,,,,,3
8764,,Ludersdorf,,,,,,13
8765,,Ludersfeld,,,,,,3
8766,,Ludershagen,,,,,,13
8767,,Ludinghausen,,,,,,5
8768,,Ludwigsau,,,,,,6
8769,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,04.05.2019,Nicht zuzuordnen,0,Sonstige Partei,8
8770,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,12.05.2019,Nicht zuzuordnen,2,SPD,8
8771,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,16.05.2019,Nicht zuzuordnen,0,AfD,8
8772,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,16.05.2019,Nicht zuzuordnen,0,AfD,8
8773,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,31.05.2019,Nicht zuzuordnen,0,SPD,8
8774,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,31.05.2019,Nicht zuzuordnen,0,Sonstige Partei,8
8775,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,25.10.2019,Links,0,AfD,8
8776,Sachbeschadigung,Ludwigsburg,Â§ 303 StGB,16.05.2019,Nicht zuzuordnen,0,FDP,8
8777,,Ludwigschorgast,,,,,,9
8778,Sachbeschadigung,Ludwigsfelde,STGB-303,29.07.2019,Links,0,AfD,12
8779,Sachbeschadigung,Ludwigsfelde,STGB-303,29.07.2019,Links,0,AfD,12
8780,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ludwigsfelde,STGB-86A,11.08.2019,Nicht zuzuordnen,0,SPD,12
8781,Sachbeschadigung,Ludwigsfelde,STGB-303,12.08.2019,Nicht zuzuordnen,0,SPD,12
8782,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,14.05.2019,Nicht zuzuordnen,0,SPD,12
8783,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ludwigsfelde,Â§ 86a StGB,11.05.2019,Rechts,0,Sonstige Partei,12
8784,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,14.05.2019,Nicht zuzuordnen,0,SPD,12
8785,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,19.05.2019,Links,0,Sonstige Partei,12
8786,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,SPD,12
8787,Sachbeschadigung,Ludwigsfelde,STGB-303,29.07.2019,Links,0,AfD,12
8788,Sachbeschadigung,Ludwigsfelde,STGB-303,29.07.2019,Links,0,AfD,12
8789,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ludwigsfelde,STGB-86A,11.08.2019,Nicht zuzuordnen,0,SPD,12
8790,Sachbeschadigung,Ludwigsfelde,STGB-303,12.08.2019,Nicht zuzuordnen,0,SPD,12
8791,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ludwigsfelde,STGB-86A,11.08.2019,Nicht zuzuordnen,0,CDU,12
8792,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,AfD,12
8793,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ludwigsfelde,STGB-86A,11.08.2019,Nicht zuzuordnen,0,CDU,12
8794,Sachbeschadigung,Ludwigsfelde,STGB-303,12.08.2019,Nicht zuzuordnen,0,AfD,12
8795,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Ludwigsfelde,STGB-86A,11.08.2019,Nicht zuzuordnen,0,SPD,12
8796,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,SPD,12
8797,Sachbeschadigung,Ludwigsfelde,Â§ 303 StGB,25.05.2019,Nicht zuzuordnen,0,Sonstige Partei,12
8798,,Ludwigshafen am Rhein,,,,,,7
8799,,Ludwigshohe,,,,,,7
8800,Sachbeschadigung,Ludwigslust,Â§ 303 StGB,07.05.2019,Rechts,0,SPD,13
8801,Sachbeschadigung,Ludwigslust,Â§ 303 StGB,26.05.2019,Rechts,0,SPD,13
8802,Sachbeschadigung,Ludwigslust,Â§ 303 StGB,07.05.2019,Rechts,0,SPD,13
8803,Sachbeschadigung,Ludwigslust,Â§ 303 StGB,07.05.2019,Rechts,0,GRÜNE,13
8804,,Ludwigsstadt,,,,,,9
8805,,Ludwigswinkel,,,,,,7
8806,,Luerdissen,,,,,,3
8807,,Lug,,,,,,7
8808,,Lugau/Erzgeb.,,,,,,14
8809,,Lugde,,,,,,5
8810,,Luhden,,,,,,3
8811,,Luhe-Wildenau,,,,,,9
8812,,Luhnstedt,,,,,,1
8813,,Luisenthal,,,,,,16
8814,,Lulsfeld,,,,,,9
8815,,Lunden,,,,,,1
8816,,Lunebach,,,,,,7
8817,Belohnung und Billigung von Straftaten,Luneburg,Â§ 140 StGB,16.06.2019,Rechts,1,CDU,3
8818,Sachbeschadigung,Luneburg,Â§ 303 StGB,11.05.2019,Nicht zuzuordnen,1,SPD,3
8819,Beleidigung,Luneburg,Â§ 185 StGB,05.11.2019,Rechts,0,AfD,3
8820,Beleidigung,Lunen,Â§ 185 StGB,13.04.2019,Rechts,4,SPD,5
8821,,Lunne,,,,,,3
8822,Sachbeschadigung,Lunow-Stolzenhagen,STGB-303,27.07.2019,Nicht zuzuordnen,0,SPD,12
8823,Sachbeschadigung,Lunow-Stolzenhagen,STGB-303,27.07.2019,Nicht zuzuordnen,0,SPD,12
8824,Diebstahl,Lunzenau,STGB-242,21.08.2019,Links,0,AfD,14
8825,Sachbeschadigung,Lunzenau,STGB-303,29.08.2019,Links,0,AfD,14
8826,Diebstahl,Lunzenau,STGB-242,21.08.2019,Links,0,AfD,14
8827,Sachbeschadigung,Lunzenau,STGB-303,29.08.2019,Links,0,AfD,14
8828,,Lupburg,,,,,,9
8829,,Lurschau,,,,,,1
8830,,Lustadt,,,,,,7
8831,,Lutau,,,,,,1
8832,,Lutetsburg,,,,,,3
8833,,Lutjenburg,,,,,,1
8834,,Lutjenholm,,,,,,1
8835,,Lutjensee,,,,,,1
8836,,Lutjenwestedt,,,,,,1
8837,,Lutow,,,,,,13
8838,,Lutter,,,,,,16
8839,,Lutter am Barenberge,,,,,,3
8840,,Lutterbek,,,,,,1
8841,,Luttow-Valluhn,,,,,,13
8842,,Lutz,,,,,,7
8843,,Lutzelbach,,,,,,6
8844,,Lutzen,,,,,,15
8845,,Lutzerath,,,,,,7
8846,,Lutzhorn,,,,,,1
8847,,Lutzingen,,,,,,9
8848,,Lutzkampen,,,,,,7
8849,,Lutzow,,,,,,13
8850,,Luxem,,,,,,7
8851,,Lychen,,,,,,12
8852,,Lykershausen,,,,,,7
8853,,Maasbull,,,,,,1
8854,,Maasen,,,,,,3
8855,,Maasholm,,,,,,1
8856,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Machern,STGB-86A,10.08.2019,Rechts,0,SPD,14
8857,Sachbeschadigung,Machern,STGB-303,28.08.2019,Rechts,0,SPD,14
8858,Sachbeschadigung,Machern,Â§ 303 StGB,21.05.2019,Nicht zuzuordnen,0,Sonstige Partei,14
8859,Sachbeschadigung,Machern,Â§ 303 StGB,04.05.2019,Links,0,AfD,14
8860,Sachbeschadigung,Machern,Â§ 303 StGB,21.05.2019,Nicht zuzuordnen,0,Sonstige Partei,14
8861,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Machern,STGB-86A,10.08.2019,Rechts,0,SPD,14
8862,Sachbeschadigung,Machern,STGB-303,28.08.2019,Rechts,0,SPD,14
8863,,Macken,,,,,,7
8864,,Mackenbach,,,,,,7
8865,Diebstahl,Mackenrode,Â§ 242 StGB,16.10.2019,Links,0,AfD,16
8866,,Mackenrodt,,,,,,7
8867,,Magdala,,,,,,16
8868,Sachbeschadigung,Magdeburg,STGB-303,08.07.2019,Links,0,AfD,15
8869,Beleidigung,Magdeburg,STG B-185,18.07.2019,Links,1,AfD,15
8870,Beleidigung,Magdeburg,STGB-185,18.07.2019,Links,1,AfD,15
8871,Sachbeschadigung,Magdeburg,STGB-303,31.08.2019,Nicht zuzuordnen,0,Sonstige,15
8872,Sachbeschadigung,Magdeburg,Â§ 303 StGB,10.04.2019,Nicht zuzuordnen,0,AfD,15
8873,Sachbeschadigung,Magdeburg,Â§ 303 StGB,07.05.2019,Links,1,AfD,15
8874,Sachbeschadigung,Magdeburg,Â§ 303 StGB,15.05.2019,Links,0,AfD,15
8875,Sachbeschadigung,Magdeburg,Â§ 303 StGB,24.05.2019,Links,0,AfD,15
8876,Sachbeschadigung,Magdeburg,Â§ 303 StGB,31.05.2019,Links,0,AfD,15
8877,Sachbeschadigung,Magdeburg,Â§ 303 StGB,13.06.2019,Links,0,AfD,15
8878,Sachbeschadigung,Magdeburg,Â§ 303 StGB,07.05.2019,Links,1,AfD,15
8879,Beleidigung,Magdeburg,Â§ 185 StGB,17.05.2019,Rechts,0,GRÜNE,15
8880,Uble Nachrede,Magdeburg,Â§ 186 StGB,22.05.2019,Nicht zuzuordnen,0,CDU,15
8881,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Magdeburg,Â§ 86a StGB,24.05.2019,Rechts,0,FDP,15
8882,Sachbeschadigung,Magdeburg,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,FDP,15
8883,Sachbeschadigung,Magdeburg,Â§ 303 StGB,16.04.2019,Nicht zuzuordnen,0,GRÜNE,15
8884,Sachbeschadigung,Magdeburg,Â§ 303 StGB,19.04.2019,Nicht zuzuordnen,0,FDP,15
8885,Sachbeschadigung,Magdeburg,Â§ 303 StGB,15.05.2019,Nicht zuzuordnen,0,GRÜNE,15
8886,Sachbeschadigung,Magdeburg,Â§ 303 StGB,16.05.2019,Links,0,AfD,15
8887,Sachbeschadigung,Magdeburg,Â§ 303 StGB,17.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
8888,Sachbeschadigung,Magdeburg,Â§ 303 StGB,18.05.2019,Nicht zuzuordnen,0,AfD,15
8889,Sachbeschadigung,Magdeburg,Â§ 303 StGB,19.05.2019,Nicht zuzuordnen,0,GRÜNE,15
8890,Sachbeschadigung,Magdeburg,Â§ 303 StGB,20.05.2019,Nicht zuzuordnen,0,AfD,15
8891,Sachbeschadigung,Magdeburg,Â§ 303 StGB,20.05.2019,Nicht zuzuordnen,0,GRÜNE,15
8892,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Magdeburg,Â§ 86a StGB,24.05.2019,Rechts,0,FDP,15
8893,Sachbeschadigung,Magdeburg,Â§ 303 StGB,25.05.2019,Links,0,CDU,15
8894,Sachbeschadigung,Magdeburg,Â§ 303 StGB,26.05.2019,Nicht zuzuordnen,0,AfD,15
8895,Sachbeschadigung,Magdeburg,Â§ 303 StGB,27.05.2019,Nicht zuzuordnen,0,Sonstige Partei,15
8896,Sachbeschadigung,Magdeburg,STGB-303,08.07.2019,Links,0,AfD,15
8897,Beleidigung,Magdeburg,STGB-185,18.07.2019,Links,1,AfD,15
8898,Beleidigung,Magdeburg,STGB-185,18.07.2019,Links,1,AfD,15
8899,Sachbeschadigung,Magdeburg,STGB-303,31.08.2019,Nicht zuzuordnen,0,Sonstige,15
8900,Diebstahl,Magdeburg,Â§ 242 StGB,05.11.2019,Nicht zuzuordnen,0,FDP,15
8901,Sachbeschadigung,Magdeburg,Â§ 303 StGB,25.05.2019,Links,0,FDP,15
8902,Sachbeschadigung,Magdeburg,Â§ 303 StGB,26.05.2019,Nicht zuzuordnen,0,FDP,15
8903,Sachbeschadigung,Magdeburg,Â§ 303 StGB,25.05.2019,Links,0,SPD,15
8904,Sachbeschadigung,Magdeburg,Â§ 303 StGB,26.05.2019,Nicht zuzuordnen,0,SPD,15
8905,Sachbeschadigung,Magdeburg,Â§ 303 StGB,26.05.2019,Nicht zuzuordnen,0,GRÜNE,15
8906,Sachbeschadigung,Magstadt,Â§ 303 StGB,02.05.2019,Links,0,AfD,8
8907,,Mahlberg,,,,,,8
8908,,Mahlstetten,,,,,,8
8909,,Mahren,,,,,,7
8910,,Mahring,,,,,,9
8911,,Maierhofen,,,,,,9
8912,,Maihingen,,,,,,9
8913,,Maikammer,,,,,,7
8914,,Mainaschaff,,,,,,9
8915,,Mainbernheim,,,,,,9
8916,,Mainburg,,,,,,9
8917,,Mainhardt,,,,,,8
8918,,Mainhausen,,,,,,6
8919,,Mainleus,,,,,,9
8920,,Mainstockheim,,,,,,9
8921,,Maintal,,,,,,6
8922,Sachbeschadigung,Mainz,STGB-303,19.09.2019,Nicht zuzuordnen,1,Sonstige,7
8923,Beleidigung,Mainz,Â§ 185 StGB,30.05.2019,Links,1,AfD,7
8924,Sachbeschadigung,Mainz,Â§ 303 StGB,13.04.2019,Nicht zuzuordnen,1,CDU,7
8925,Sachbeschadigung,Mainz,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,GRÜNE,7
8926,Sachbeschadigung,Mainz,Â§ 303 StGB,18.04.2019,Nicht zuzuordnen,2,CDU,7
8927,Sachbeschadigung,Mainz,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,SPD,7
8928,Sachbeschadigung,Mainz,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,1,AfD,7
8929,Sachbeschadigung,Mainz,Â§ 303 StGB,24.04.2019,Nicht zuzuordnen,0,AfD,7
8930,Sachbeschadigung,Mainz,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,SPD,7
8931,Sachbeschadigung,Mainz,Â§ 303 StGB,01.05.2019,Nicht zuzuordnen,0,AfD,7
8932,Sachbeschadigung,Mainz,Â§ 303 StGB,11.05.2019,Nicht zuzuordnen,0,AfD,7
8933,Sachbeschadigung,Mainz,Â§ 303 StGB,21.05.2019,Nicht zuzuordnen,1,Sonstige Partei,7
8934,Sachbeschadigung,Mainz,Â§ 303 StGB,24.05.2019,Nicht zuzuordnen,0,CDU,7
8935,Sachbeschadigung,Mainz,Â§ 303 StGB,15.06.2019,Nicht zuzuordnen,0,GRÜNE,7
8936,Sachbeschadigung,Mainz,STGB-303,19.09.2019,Nicht zuzuordnen,1,Sonstige,7
8937,Beleidigung,Mainz,Â§ 185 StGB,28.10.2019,Rechts,0,SPD,7
8938,Bedrohung,Mainz,Â§ 241 StGB,14.12.2019,Links,0,AfD,7
8939,Sachbeschadigung,Mainz,Â§ 303 StGB,07.10.2019,Nicht zuzuordnen,0,GRÜNE,7
8940,Sachbeschadigung,Mainz,Â§ 303 StGB,07.10.2019,Nicht zuzuordnen,0,GRÜNE,7
8941,Diebstahl,Mainz,Â§ 242 StGB,07.11.2019,Nicht zuzuordnen,0,SPD,7
8942,Sachbeschadigung,Mainz,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,AfD,7
8943,Sachbeschadigung,Mainz,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,FDP,7
8944,Sachbeschadigung,Mainz,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,CDU,7
8945,Sachbeschadigung,Mainz,Â§ 303 StGB,26.04.2019,Nicht zuzuordnen,0,GRÜNE,7
8946,Sachbeschadigung,Mainz,Â§ 303 StGB,21.04.2019,Nicht zuzuordnen,0,Sonstige Partei,7
8947,,Maisach,,,,,,9
8948,,Maisborn,,,,,,7
8949,,Maitenbeth,,,,,,9
8950,,Maitzborn,,,,,,7
8951,,Malbergweich,,,,,,7
8952,,Malborn,,,,,,7
8953,Diebstahl,Malchin,Â§ 242 StGB,29.04.2019,Links,0,AfD,13
8954,Diebstahl,Malchin,Â§ 242 StGB,29.04.2019,Links,0,Sonstige Partei,13
8955,,Malching,,,,,,9
8956,Sachbeschadigung,Malchow,Â§ 303 StGB,22.04.2019,Links,0,Sonstige Partei,13
8957,Sachbeschadigung,Malchow,Â§ 303 StGB,23.04.2019,Links,2,Sonstige Partei,13
8958,,Malente,,,,,,1
8959,,Malgersdorf,,,,,,9
8960,,Malk Gohren,,,,,,13
8961,,Mallersdorf-Pfaffenberg,,,,,,9
8962,,Malliss,,,,,,13
8963,,Malsburg-Marzell,,,,,,8
8964,,Malschwitz / Malešecy,,,,,,14
8965,,Malsfeld,,,,,,6
8966,,Malterdingen,,,,,,8
8967,,Mammelzen,,,,,,7
8968,,Mammendorf,,,,,,9
8969,,Mamming,,,,,,9
8970,,Manching,,,,,,9
8971,,Mandel,,,,,,7
8972,,Mandelbachtal,,,,,,10
8973,,Mandern,,,,,,7
8974,,Manhagen,,,,,,1
8975,Uble Nachrede,Mannheim,STGB-186,30.08.2019,Links,0,AfD,8
8976,Uble Nachrede,Mannheim,Â§ 186 StGB,01.04.2019,Rechts,0,GRÜNE,8
8977,Beleidigung,Mannheim,Â§ 185 StGB,20.04.2019,Nicht zuzuordnen,1,GRÜNE,8
8978,Verleumdung,Mannheim,Â§ 187 StGB,04.05.2019,Rechts,1,GRÜNE,8
8979,Sachbeschadigung,Mannheim,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,SPD,8
8980,Sachbeschadigung,Mannheim,Â§ 303 StGB,18.04.2019,Nicht zuzuordnen,0,SPD,8
8981,Gemeinschadliche Sachbeschadigung Sachbeschadigung,Mannheim,Â§ 304 StGB,26.05.2019,Nicht zuzuordnen,2,AfD,8
8982,Uble Nachrede,Mannheim,STGB-186,30.08.2019,Links,0,AfD,8
8983,Sachbeschadigung,Mannheim,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,CDU,8
8984,Sachbeschadigung,Mannheim,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,SPD,8
8985,Sachbeschadigung,Mannheim,Â§ 303 StGB,14.04.2019,Nicht zuzuordnen,0,GRÜNE,8
8986,,Mannweiler-Colln,,,,,,7
8987,,Mansfeld,,,,,,15
8988,,Mantel,,,,,,9
8989,,Manteler Forst,,,,,,9
8990,,Manubach,,,,,,7
8991,,Marbach am Neckar,,,,,,8
8992,Sachbeschadigung,Marburg,Â§ 303 StGB,15.05.2019,Nicht zuzuordnen,0,FDP,6
8993,Diebstahl,Marburg,Â§ 242 StGB,26.04.2019,Nicht zuzuordnen,0,FDP,6
8994,Sachbeschadigung,Marburg,Â§ 303 StGB,14.05.2019,Rechts,0,GRÜNE,6
8995,,March,,,,,,8
8996,,Margetshochheim,,,,,,9
8997,,Mariaposching,,,,,,9
8998,Diebstahl,Marienberg,Â§ 242 StGB,05.05.2019,Links,0,AfD,14
8999,,Marienfels,,,,,,7
9000,,Marienfliess,,,,,,12
9001,,Marienhafe,,,,,,3
9002,,Marienhausen,,,,,,7
9003,,Marienheide,,,,,,5
9004,,Marienmunster,,,,,,5
9005,,Marienrachdorf,,,,,,7
9006,,Marienwerder,,,,,,12
9007,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Maring-Noviand,Â§ 86a StGB,12.11.2019,Links,0,AfD,7
9008,,Marisfeld,,,,,,16
9009,,Mark,,,,,,9
9010,,Mark Landin,,,,,,12
9011,,Markdorf,,,,,,8
9012,Androhung von Straftaten,Markersdorf,Â§ 126 StGB,27.06.2019,Nicht zuzuordnen,1,CSU,14
9013,,Markgroningen,,,,,,8
9014,,Markisch Buchholz,,,,,,12
9015,,Markisch Linden,,,,,,12
9016,,Markisch Luch,,,,,,12
9017,,Markische Heide/Markojska Góla,,,,,,12
9018,,Markische Hohe,,,,,,12
9019,Sachbeschadigung,Markkleeberg,STGB-303,17.07.2019,Links,0,AfD,14
9020,Bedrohung,Markkleeberg,STGB-241,15.08.2019,Rechts,0,SPD,14
9021,Sachbeschadigung,Markkleeberg,STGB-303,22.07.2019,Links,0,AfD,14
9022,Sachbeschadigung,Markkleeberg,STGB-303,19.08.2019,Links,0,AfD,14
9023,Sachbeschadigung,Markkleeberg,STGB-303,17.07.2019,Links,0,AfD,14
9024,Bedrohung,Markkleeberg,STGB-241,15.08.2019,Rechts,0,SPD,14
9025,Sachbeschadigung,Markkleeberg,STGB-303,22.07.2019,Links,0,AfD,14
9026,Sachbeschadigung,Markkleeberg,STGB-303,19.08.2019,Links,0,AfD,14
9027,,Marklkofen,,,,,,9
9028,,Marklohe,,,,,,3
9029,,Markneukirchen,,,,,,14
9030,Sachbeschadigung,Markranstadt,STGB-303,25.08.2019,Rechts,0,CDU,14
9031,Beleidigung,Markranstadt,Â§ 185 StGB,27.06.2019,Rechts,0,SPD,14
9032,Sachbeschadigung,Markranstadt,Â§ 303 StGB,18.04.2019,Nicht zuzuordnen,0,CDU,14
9033,Sachbeschadigung,Markranstadt,STGB-303,25.08.2019,Rechts,0,CDU,14
9034,,Markt Berolzheim,,,,,,9
9035,,Markt Bibart,,,,,,9
9036,,Markt Einersheim,,,,,,9
9037,,Markt Erlbach,,,,,,9
9038,,Markt Indersdorf,,,,,,9
9039,,Markt Nordheim,,,,,,9
9040,,Markt Rettenbach,,,,,,9
9041,,Markt Schwaben,,,,,,9
9042,,Markt Taschendorf,,,,,,9
9043,,Markt Wald,,,,,,9
9044,,Marktbergel,,,,,,9
9045,,Marktbreit,,,,,,9
9046,,Marktgraitz,,,,,,9
9047,Sachbeschadigung,Marktheidenfeld,Â§ 303 StGB,02.05.2019,Links,1,Sonstige Partei,9
9048,,Marktl,,,,,,9
9049,,Marktleugast,,,,,,9
9050,Sachbeschadigung,Marktleuthen,Â§ 303 StGB,19.05.2019,Links,0,AfD,9
9051,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Marktleuthen,Â§ 86a StGB,25.05.2019,Links,0,AfD,9
9052,,Marktoberdorf,,,,,,9
9053,,Marktoffingen,,,,,,9
9054,,Marktredwitz,,,,,,9
9055,,Marktrodach,,,,,,9
9056,,Marktschellenberg,,,,,,9
9057,,Marktschorgast,,,,,,9
9058,,Marktsteft,,,,,,9
9059,,Marktzeuln,,,,,,9
9060,,Markvippach,,,,,,16
9061,,Marloffstein,,,,,,9
9062,,Marlow,,,,,,13
9063,,Marne,,,,,,1
9064,,Marnerdeich,,,,,,1
9065,,Marnheim,,,,,,7
9066,,Maroldsweisach,,,,,,9
9067,,Marolterode,,,,,,16
9068,,Maroth,,,,,,7
9069,,Marpingen,,,,,,10
9070,,Marquartstein,,,,,,9
9071,,Marsberg,,,,,,5
9072,,Marschacht,,,,,,3
9073,,Martensrade,,,,,,1
9074,,Martfeld,,,,,,3
9075,Sachbeschadigung,Marth,Â§ 303 StGB,18.10.2019,Links,0,Sonstige Partei,16
9076,Sachbeschadigung,Marth,Â§ 303 StGB,18.10.2019,Links,0,AfD,16
9077,Sachbeschadigung,Marth,Â§ 303 StGB,26.10.2019,Links,0,AfD,16
9078,Sachbeschadigung,Marth,Â§ 303 StGB,27.10.2019,Links,0,Sonstige Partei,16
9079,Sachbeschadigung,Marth,Â§ 303 StGB,27.10.2019,Links,0,Sonstige Partei,16
9080,Sachbeschadigung,Marth,Â§ 303 StGB,27.10.2019,Links,0,AfD,16
9081,,Martinlamitzer Forst-Nord,,,,,,9
9082,,Martinlamitzer Forst-Sud,,,,,,9
