day;place;suspects;background;law;crime;party_1;party_2;party_3;party_4;party_5;;
16.08.2019;Erfurt;1;Links;STGB-185;Beleidigung;AfD;;;;;;
17.08.2019;Prosigk;1;Nicht zuzuordnen;STGB-185;Beleidigung;AfD;0;;;;;
;;;;;Aufforderung zu;;;;;;;
17.08.2019;Berlin;0;Links;STGB-111;Straftaten;Sonstige;;;;;;
18.08.2019;Bernau;0;Links;STGB-185;Beleidigung;AfD;;;;;;
18.08.2019;Freiburg;0;Links;STGB-185;Beleidigung;AfD;;;;;;
;;;;;;CDU;;;;;;
18.08.2019;Mittweida;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;Bundnis 90/Die Grunen;FDP;Die Linke;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
18.08.2019;Sebnitz;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;CDU;FDP;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
18.08.2019;Hohnstein;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Die Linke;SPD;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
19.08.2019;Senftenberg;1;Nicht zuzuordnen;STGB-185;Beleidigung;CDU;;;;;;
19.08.2019;Chemnitz;1;Links;STGB-242;Diebstahl;Sonstige;;;;;;
20.08.2019;Berlin;0;Rechts;STGB-185;Beleidigung;Bundnis 90/Die Grunen;;;;;;
20.08.2019;Berlin;0;Rechts;STGB-185;Beleidigung;Bundnis 90/Die Grunen;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
20.08.2019;Dresden;0;Rechts;STGB-86A;Organisationen;CDU;;;;;;
20.08.2019;Neustadt;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
21.08.2019;Hameln;1;Links;STGB-185;Beleidigung;CDU;;;;;;
;;;;;;;;;;;;
21.08.2019;Elmshorn;1;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Bilindnis 90/Die GrOnen;FDP;;;;;
21.08.2019;Gablenz;4;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;Gefahrliche;;;;;;;
21.08.2019;Dresden;0;Links;STGB-224;Korperverletzung;AfD;;;;;;
21.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
21.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
21.08.2019;Leipzig;1;Links;STGB-185;Beleidigung;Sonstige;;;;;;
;;;;;Gefahrdung des;;;;;;;
21.08.2019;Leipzig;1;Links;STGB-315C;Stragenverkehrs;Sonstige;;;;;;
21.08.2019;Bautzen;1;Links;STGB-185;Beleidigung;Sonstige;;;;;;
22.08.2019;Birkenwerder;1;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
22.08.2019;Schwerin;0;Links;STGB-241;Bedrohung;AfD;;;;;;
22.08.2019;Leipzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
22.08.2019;Dresden;8;Links;STGB-123;Hausfriedensbruch;CDU;;;;;;
23.08.2019;Senftenberg;1;Nicht zuzuordnen;STGB-185;Beleidigung;CDU;;;;;;
23.08.2019;Leipzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
23.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;CDU;;;;;;
23.08.2019;Dresden;1;Rechts;STGB-303;Sachbeschadigung;Biindnis 90/Die Grunen;CDU;FDP;SPD;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
23.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.08.2019;Leipzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
23.08.2019;Bautzen;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
24.08.2019;Eberswalde;0;Rechts;STGB-185;Beleidigung;Sonstige;;;;;;
24.08.2019;Rochlitz;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
24.08.2019;Leipzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;CDU;;;;;
24.08.2019;WeiBwasser;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
24.08.2019;Leipzig;0;Links;STGB-223;Korperverletzung;AfD;;;;;;
;;;;;Verleunndung — ohne;;;;;;;
25.08.2019;Schwerin;1;Nicht zuzuordnen;STGB-187;sexuelle Grundlage;SPD;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
25.08.2019;Bernstadt;0;Rechts;STGB-86A;Organisationen;CDU;;;;;;
26.08.2019;Stuttgart;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
26.08.2019;Chemnitz;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
;Hohen;;;;;;;;;;;
28.08.2019;Neuendorf;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
28.08.2019;Berlin;0;Links;STGB-303;Sachbeschadigung;MD;;;;;;
28.08.2019;Leipzig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
29.08.2019;Gifhorn;0;Links;STGB-185;Beleidigung;AfD;;;;;;
29.08.2019;Leipzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
;;;;;;;;;;;;
30.08.2019;Am Mellensee;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
30.08.2019;Cottbus;0;Nicht zuzuordnen;STGB-185;Beleidigung;CDU;;;;;;
30.08.2019;Mannheim;0;Links;STGB-186;lible Nachrede;AfD;;;;;;
30.08.2019;Kiel;0;Links;STGB-238;Nachstellung;AfD;;;;;;
;;;;;Aufforderung zu;;;;;;;
30.08.2019;Ottendorf-Okrilla;1;Nicht zuzuordnen;STGB-111;Straftaten;CDU;;;;;;
30.08.2019;Bernstadt;0;Links;STGB-241;Bedrohung;AfD;;;;;;
31.08.2019;Magdeburg;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Sonstige;;;;;;
;;;;;Ube Nachrede,;;;;;;;
;;;;;Verleumdung von;;;;;;;
;;;;;Personen des;;;;;;;
31.08.2019;Bamberg;0;Nicht zuzuordnen;STGB-188;politischen Lebens;Biindnis 90/Die Grunen;;;;;;
01.09.2019;Eberswalde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
01.09.2019;Schwabisch Hall;0;Rechts;STGB-241;Bedrohung;Sonstige;;;;;;
01.09.2019;Leipzig;1;Links;STGB-185;Beleidigung;AfD;;;;;;
02.09.2019;Walddorfhaslach;1;Nicht zuzuordnen;STGB-185;Beleidigung;Bundnis 90/Die GrUnen;;;;;;
02.09.2019;Langballig;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
02.09.2019;Blieskastel;1;Links;STGB-185;Beleidigung;AfD;;;;;;
03.09.2019;Chemnitz;0;Nicht zuzuordnen;STGB-202A;Ausspahen von Daten;AfD;;;;;;
04.09.2019;Hannover;0;Links;STGB-240;Notigung;AfD;;;;;;
05.09.2019;Oelsnitz;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
06.09.2019;Neuwied;1;Nicht zuzuordnen;STGB-240;Notigung;AfD;;;;;;
06.09.2019;Leipzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;FDP;;;;;;
07.09.2019;Hennigsdorf;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
07.09.2019;Stuttgart;0;Rechts;STGB-185;Beleidigung;Sonstige;;;;;;
08.09.2019;Kiel;1;Rechts;STGB-185;Beleidigung;Bundnis 90/Die Grunen;;;;;;
09.09.2019;Nurnberg;0;Nicht zuzuordnen;STGB-185;Beleidigung;Bundnis 90/Die Grunen;;;;;;
;;;;;OW Nachrede,;;;;;;;
;;;;;Verleumdung von;;;;;;;
;;;;;Personen des;;;;;;;
10.09.2019;Ostercappeln;1;Links;STGB-188;politischen Lebens;AfD;;;;;;
;;;;;;;;;;;;
;;;;;Verleumdung — ohne;;;;;;;
13.09.2019;Stuttgart;0;Rechts;STGB-187;sexuelle Grundlage;CDU;;;;;;
13.09.2019;Dresden;0;Rechts;STGB-241;Bedrohung;CDU;;;;;;
14.09.2019;Berlin;0;Links;STGB-185;Beleidigung;AfD;;;;;;
14.09.2019;Obernholz;1;Links;STGB-185;Beleidigung;AfD;;;;;;
;;;;;Uble Nachrede,;;;;;;;
;;;;;Verleumdung von;;;;;;;
;;;;;Personen des;;;;;;;
15.09.2019;Dresden;1;Links;STGB-188;politischen Lebens;AfD;;;;;;
16.09.2019;Quedlinburg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
16.09.2019;Grimma;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
18.09.2019;Heidelberg;1;Nicht zuzuordnen;STGB-185;Beleidigung;SPD;;;;;;
20.09.2019;Goslar;1;Nicht zuzuordnen;STGB-240;Notigung;SPD;;;;;;
;Villingen-;;;;;;;;;;;
21.09.2019;Schwenningen;1;Links;STGB-185;Beleidigung;AfD;;;;;;
22.09.2019;Berlin;0;Rechts;STGB-241;Bedrohung;Bundnis 90/Die GrUnen;;;;;;
;Bruchhausen-;;;;;;;;;;;
23.09.2019;Vilsen;1;Rechts;STGB-185;Beleidigung;SPD;IN);;;;;
;;;;;;CDU;;;;;;
24.09.2019;Erfurt;0;Nicht zuzuordnen;STGB-185;Beleidigung;AfD;;;;;;
25.09.2019;Speyer;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
26.09.2019;Chemnitz;0;Links;STGB-303;Sachbeschadigung;Sonstige;;;;;;
27.09.2019;Guben;0;Links;STGB-241;Bedrohung;AfD;;;;;;
27.09.2019;Lubeck;0;Links;STGB-185;Beleidigung;Sonstige;;;;;;
28.09.2019;Dossenheim;0;Rechts;STGB-130;Volksverhetzung;Die Linke;;;;;;
;;;;;;;;;;;;
07.07.2019;Hohen Neuendorf;0;Links;STGB-242;Diebstahl;AfD;;;;;;
07.07.2019;Birkenwerder;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
07.07.2019;Rheinsberg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
07.07.2019;Oranienburg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
07.07.2019;Wingerode;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
08.07.2019;Niedergorsdorf;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
08.07.2019;Werneuchen;0;Links;STGB-303;Sachbeschadigung;MD;;;;;;
09.07.2019;Prenzlau;2;Rechts;STGB-303;Sachbeschadigung;SPD;;;;;;
09.07.2019;Wustermark;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
09.07.2019;Frankfurt;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
10.07.2019;Nauen;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
10.07.2019;Hohen Neuendorf;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
10.07.2019;Werneuchen;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
11.07.2019;Zeuthen;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
11.07.2019;Eichwalde;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
11.07.2019;Brandenburg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
12.07.2019;Brandenburg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
13.07.2019;Fredersdorf-Vogelsdorf;;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
14.07.2019;Oranienburg;2;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
14.07.2019;Panketal;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Bundnis 90/Die Grunen;;;;;;
14.07.2019;Brandenburg;0;Links;STGB-242;Diebstahl;AfD;;;;;;
14.07.2019;Luckenwalde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
14.07.2019;Potsdam;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
14.07.2019;Prenzlau;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
14.07.2019;Lenzen;0;Rechts;STGB-303;Sachbeschadigung;SPD;;;;;;
15.07.2019;GrUnheide;0;Nicht zuzuordnen;STGB-242;Diebstahl;Sonstige;;;;;;
15.07.2019;Lenzen;0;Rechts;STGB-303;Sachbeschadigung;Biindnis 90/Die Grunen;;;;;;
16.07.2019;GroBbeeren;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
16.07.2019;Erkner;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
17.07.2019;Luckenwalde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
17.07.2019;Brandenburg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
17.07.2019;Niedergorsdorf;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
17.07.2019;Burg;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
17.07.2019;Herzberg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
17.07.2019;Wittenberge;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
17.07.2019;Templin;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
18.07.2019;Teltow;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
18.07.2019;Werder;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
18.07.2019;Potsdam;3;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
18.07.2019;Teltow;0;Links;STGB-242;Diebstahl;AfD;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
18.07.2019;Berlin;0;Rechts;STGB-86A;Organisationen;SPD;;;;;;
19.07.2019;Kyritz;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
19.07.2019;Neuruppin;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
19.07.2019;Templin;0;Links;STGB-242;Diebstahl;AfD;;;;;;
19.07.2019;Juterbog;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
19.07.2019;Wittenberge;1;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
19.07.2019;Falkensee;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
19.07.2019;Miincheberg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
19.07.2019;Brieselang;1;Rechts;STGB-303;Sachbeschadigung;Sonstige;;;;;;
19.07.2019;Vierkirchen;0;Rechts;STGB-242;Diebstahl;CDU;;;;;;
20.07.2019;Hennigsdorf;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
20.07.2019;Luckenwalde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
20.07.2019;Werder;0;Nicht zuzuordnen;STG B-303;Sachbeschadigung;Bundnis 90/Die Grunen;;;;;;
20.07.2019;Dahme;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
20.07.2019;Glauchau;0;Rechts;STGB-86A;Organisationen;CDU;;;;;;
20.07.2019;Radebeul;1;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
21.07.2019;Zehdenick;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
21.07.2019;Eichwalde;0;Links;STGB-242;Diebstahl;AfD;;;;;;
21.07.2019;Neuruppin;0;Links;STGB-303;Sachbeschadigung;AfD;CDU;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
21.07.2019;Fehrbellin;0;Nicht zuzuordnen;STG B-303;Sachbeschadigung;SPD;;;;;;
21.07.2019;Brandenburg;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
21.07.2019;Ziesar;0;Nicht zuzuordnen;STG B-303;Sachbeschadigung;SPD;;;;;;
21.07.2019;Potsdam;2;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
;-;;;;;;;;;;;
;;;;;;;;;;;;
21.07.2019;Blankenfelde-Mahlow;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
;Blankenfelde-;;;;;;;;;;;
;;;;;;;;;;;;
21.07.2019;Blankenfelde-Mahlow;0;Links;STG B-242;Diebstahl;AfD;;;;;;
;Blankenfelde-;;;;;;;;;;;
;;;;;;;;;;;;
21.07.2019;Mahlow;0;Links;STG B-242;Diebstahl;AfD;;;;;;
21.07.2019;Niederg6rsdorf;0;Links;STG B-242;Diebstahl;AfD;;;;;;
21.07.2019;Niederg6rsdorf;0;Links;STG B-242;Diebstahl;AfD;;;;;;
21.07.2019;Niedergorsdorf;0;Links;STG B-242;Diebstahl;AfD;;;;;;
21.07.2019;Naunhof;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
22.07.2019;Neuruppin;0;Links;STG B-242;Diebstahl;AfD;;;;;;
22.07.2019;Prenzlau;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
;Blankenfelde-;;;;;;;;;;;
;;;;;;;;;;;;
22.07.2019;Mahlow;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
22.07.2019;Blankenfelde-;0;Links;STG B-303;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
;Mahlow;;;;;;;;;;;
;Blankenfelde-;;;;;;;;;;;
;;;;;Sachbeschadigung;;;;;;;
22.07.2019;Mahlow;0;Nicht zuzuordnen;STGB-303;;CDU;;;;;;
22.07.2019;LObben;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
22.07.2019;Luckenwalde;0;Links;STGB-242;Diebstahl;AfD;;;;;;
22.07.2019;Markkleeberg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.07.2019;Wildau;0;Links;STGB-242;Diebstahl;AfD;;;;;;
23.07.2019;Neuruppin;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.07.2019;Hennigsdorf;0;Links;STGB-242;Diebstahl;AfD;;;;;;
23.07.2019;Heiligengrabe;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.07.2019;JUterbog;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
23.07.2019;Plauen;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
23.07.2019;Naunhof;0;Rechts;STGB-240;Notigung;Die Linke;;;;;;
24.07.2019;Birkenwerder;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
24.07.2019;Wittstock;0;Rechts;STGB-242;Diebstahl;Die Linke;;;;;;
24.07.2019;Potsdam;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
24.07.2019;Potsdam;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
24.07.2019;Bad Belzig;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;FDP;;;;;;
24.07.2019;Schwielowsee;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
24.07.2019;Dahme;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
24.07.2019;Chemnitz;0;Rechts;STGB-303;Sachbeschadigung;Die Linke;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
24.07.2019;Chemnitz;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
24.07.2019;Crimmitschau;2;Nicht zuzuordnen;STGB-303;Sachbeschadigung;FDP;;;;;;
24.07.2019;Eppendorf;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
24.07.2019;Borna;0;Rechts;STGB-303;Sachbeschadigung;Die Linke;;;;;;
25.07.2019;Templin;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
25.07.2019;Premnitz;0;Rechts;STGB-86A;verfassungswidriger;SPD;;;;;;
;;;;;;;;;;;;
;;;;;Organisationen;;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
25.07.2019;Bahretal;0;Rechts;STGB-86A;Organisationen;CDU;;;;;;
25.07.2019;Stollberg;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
25.07.2019;Freiberg;0;Nicht zuzuordnen;STGB-303;Sachbeschkligung;CDU;;;;;;
25.07.2019;Glauchau;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
26.07.2019;Rangsdorf;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Sonstige;;;;;;
26.07.2019;Niederg6rsdorf;0;Links;STGB-303;Sachbeschkligung;AfD;Die Linke;CDU;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
26.07.2019;Bahretal;0;Rechts;STGB-86A;Organisationen;FDP;CDU;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
26.07.2019;Grunhain-Beierfeld;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;FDP;;;;;;
26.07.2019;Dresden;0;Links;STGB-303;Sachbeschkligung;AfD;;;;;;
26.07.2019;Dresden;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
26.07.2019;Dresden;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
26.07.2019;Dresden;0;Links;STGB-303;Sachbeschadigung;AfD;Die Linke;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
26.07.2019;Wurzen;;Rechts;STGB-303;Sachbeschadigung;SPD;;;;;;
26.07.2019;Dresden;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
27.07.2019;Neuhausen;2;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
27.07.2019;Bad Liebenwerda;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Bundnis 90/Die Grunen;CDU;FDP;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
27.07.2019;Lunow-Stolzenhagen;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
27.07.2019;Luckenwalde;0;Nicht zuzuordnen;STGB-242;Diebstahl;SPD;;;;;;
27.07.2019;Luckenwalde;1;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Die Linke;CDU;SPD;Bundnis 90/Die Grunen;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
27.07.2019;Dallgow-Doberitz;1;Rechts;STGB-86A;Organisationen;SPD;CDU;;;;;
27.07.2019;Riterbog;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;;AfD;;;;;;
;;;;;;;;;;;;
27.07.2019;Dresden;0;Nicht zuzuordnen;STGB-242;Diebstahl;SPD;;;;;;
27.07.2019;Rodewisch;0;Rechts;STGB-303;Sachbeschadigung;Die Linke;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;;;;;;;
;;;;;verfassungswidriger;;;;;;;
27.07.2019;Leipzig;0;Rechts;STGB-86A;Organisationen;Die Linke;;;;;;
;;;;;Besonders schwerer Fall;;;;;;;
28.07.2019;Prenzlau;0;Links;STGB-243;des Diebstahls;AfD;;;;;;
28.07.2019;Birkenwerder;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
28.07.2019;Brandenburg;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;Verwenden von;;;;;;;
;;;;;Kennzeichen;Die Linke;;;;;;
;;;;;verfassungswidriger;CDU;;;;;;
28.07.2019;Chemnitz;0;Rechts;STGB-86A;Organisationen;SPD;CDU;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
28.07.2019;Lommatzsch;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;FDP;;;;;;
28.07.2019;Zwickau;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
28.07.2019;Delitzsch;1;Nicht zuzuordnen;STGB-303;Sachbeschadigung;SPD;;;;;;
28.07.2019;Rochlitz;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
29.07.2019;Mittenwalde;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
29.07.2019;Ludwigsfelde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
29.07.2019;Ludwigsfelde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
29.07.2019;Seelow;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
29.07.2019;Luckenwalde;1;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;Die Linke;;;;;
29.07.2019;Niederg6rsdorf;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
29.07.2019;Rangsdorf;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Sonstige;;;;;;
29.07.2019;Rochlitz;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
29.07.2019;Chemnitz;2;Links;STGB-303;Sachbeschadigung;Sonstige;;;;;;
29.07.2019;Freiberg;1;Links;STGB-242;Diebstahl;AfD;;;;;;
29.07.2019;Plauen;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
29.07.2019;Plauen;0;Nicht zuzuordnen;STGB-242;Diebstahl;CDU;;;;;;
29.07.2019;Breitenbrunn;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;Bundnis 90/Die GrOnen;;;;;;
29.07.2019;Oederan;0;Nicht zuzuordnen;STGB-303;Sachbesch5digung;CDU;;;;;;
29.07.2019;Dresden;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
29.07.2019;Dresden;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
29.07.2019;Lommatzsch;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
29.07.2019;Grimma;0;Rechts;STGB-303;Sachbeschadigung;Die Linke;;;;;;
;;;;;Diebstahl;;;;;;;
29.07.2019;Rochlitz;0;Links;STGB-248A;geringwertiger Sachen;AfD;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
29.07.2019;Ebersbach-Neugersdorf;0;Nicht zuzuordnen;STGB-303;Sachbeschadigung;CDU;;;;;;
30.07.2019;Ziltendorf;0;Links;STGB-242;Diebstahl;AfD;;;;;;
30.07.2019;Luckenwalde;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
30.07.2019;Dahme;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
30.07.2019;Wustermark;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
30.07.2019;Eisenhuttenstadt;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
30.07.2019;Vogelsang;0;Links;STGB-303;Sachbeschadigung;AfD;;;;;;
30.07.2019;Radeberg;0;Links;STGB-303;Sachbeschadigung;Sonstige;;;;;;
