,size,pop,pop_male,pop_female,density,plz,longitude,latitude,travel_sig,degree_of_urban
4637,"2,37",204.0,100.0,104.0,86.0,57632.0,"7,569231","50,65506",Westerwald-Lahn,gering besiedelt
4638,"3,11",626.0,317.0,309.0,201.0,57612.0,"7,585002","50,703364",Westerwald-Lahn,gering besiedelt
4639,"2,84",587.0,297.0,290.0,207.0,56593.0,"7,515434","50,603625",Westerwald-Lahn,gering besiedelt
4640,"2,89",496.0,240.0,256.0,172.0,57632.0,"7,496733","50,617639",Westerwald-Lahn,gering besiedelt
4641,"3,02",349.0,176.0,173.0,116.0,57612.0,"7,634124","50,714829",Westerwald-Lahn,mittlere Besiedlungsdichte
4642,"2,84",519.0,258.0,261.0,183.0,57612.0,"7,700015","50,717909",Westerwald-Lahn,gering besiedelt
4643,"4,27",544.0,278.0,266.0,127.0,57632.0,"7,53179","50,635294",Westerwald-Lahn,gering besiedelt
4644,"1,4",69.0,31.0,38.0,49.0,57635.0,"7,515324","50,696248",Westerwald-Lahn,gering besiedelt
4645,"1,17",48.0,25.0,23.0,41.0,57632.0,"7,4751","50,605467",Westerwald-Lahn,gering besiedelt
4646,"3,03",254.0,124.0,130.0,84.0,57635.0,"7,496789","50,695877",Westerwald-Lahn,gering besiedelt
4647,"4,06",1356.0,668.0,688.0,334.0,57632.0,"7,524291","50,646556",Westerwald-Lahn,gering besiedelt
4648,"3,37",644.0,314.0,330.0,191.0,57614.0,"7,62623","50,665235",Westerwald-Lahn,mittlere Besiedlungsdichte
4649,"1,61",141.0,69.0,72.0,88.0,57635.0,"7,530067","50,702517",Westerwald-Lahn,gering besiedelt
4650,"5,92",649.0,337.0,312.0,110.0,57610.0,"7,680652","50,667034",Westerwald-Lahn,gering besiedelt
4651,"2,11",112.0,63.0,49.0,53.0,57632.0,"7,545229","50,680992",Westerwald-Lahn,gering besiedelt
4652,"2,2",726.0,358.0,368.0,330.0,56593.0,"7,529069","50,598367",Westerwald-Lahn,gering besiedelt
4653,"5,76",311.0,161.0,150.0,54.0,57635.0,"7,528677","50,712481",Westerwald-Lahn,gering besiedelt
4654,"4,15",884.0,461.0,423.0,213.0,57612.0,"7,623126","50,694927",Westerwald-Lahn,mittlere Besiedlungsdichte
4655,"3,57",186.0,89.0,97.0,52.0,57612.0,"7,737901","50,741338",Westerwald-Lahn,gering besiedelt
4656,"2,83",279.0,164.0,115.0,99.0,57612.0,"7,580795","50,692642",Westerwald-Lahn,gering besiedelt
4657,"2,58",247.0,117.0,130.0,96.0,57612.0,"7,620546","50,723875",Westerwald-Lahn,gering besiedelt
4658,"2,97",303.0,144.0,159.0,102.0,57612.0,"7,650016","50,736535",Westerwald-Lahn,gering besiedelt
4659,"6,15",307.0,150.0,157.0,50.0,57635.0,"7,476652","50,683376",Westerwald-Lahn,gering besiedelt
4660,"4,72",2026.0,1006.0,1020.0,429.0,56593.0,"7,531002","50,587962",Westerwald-Lahn,gering besiedelt
4661,"1,13",65.0,37.0,28.0,58.0,57612.0,"7,726674","50,720856",Westerwald-Lahn,gering besiedelt
4662,"5,08",502.0,251.0,251.0,99.0,57610.0,"7,709536","50,681079",Westerwald-Lahn,gering besiedelt
4663,"1,84",109.0,50.0,59.0,59.0,57612.0,"7,703492","50,726403",Westerwald-Lahn,gering besiedelt
4664,"4,83",119.0,64.0,55.0,25.0,57632.0,"7,484659","50,661107",Westerwald-Lahn,gering besiedelt
4665,"1,68",280.0,144.0,136.0,167.0,57612.0,"7,628467","50,707891",Westerwald-Lahn,gering besiedelt
4666,"6,55",516.0,275.0,241.0,79.0,57635.0,"7,458566","50,709359",Westerwald-Lahn,gering besiedelt
4667,"2,73",177.0,89.0,88.0,65.0,57635.0,"7,529536","50,692814",Westerwald-Lahn,gering besiedelt
4668,"2,81",617.0,307.0,310.0,220.0,56593.0,"7,502305","50,579521",Westerwald-Lahn,gering besiedelt
4669,"4,11",1074.0,530.0,544.0,261.0,57636.0,"7,66804","50,701896",Westerwald-Lahn,mittlere Besiedlungsdichte
4670,"3,66",495.0,227.0,268.0,135.0,57635.0,"7,509986","50,685646",Westerwald-Lahn,gering besiedelt
4671,"4,43",532.0,263.0,269.0,120.0,57610.0,"7,666829","50,6833",Westerwald-Lahn,gering besiedelt
4672,"5,65",860.0,425.0,435.0,152.0,57638.0,"7,583962","50,667508",Westerwald-Lahn,gering besiedelt
4673,"0,79",216.0,90.0,126.0,273.0,56593.0,"7,507193","50,599954",Westerwald-Lahn,gering besiedelt
4674,"3,63",548.0,281.0,267.0,151.0,57612.0,"7,65685","50,724745",Westerwald-Lahn,gering besiedelt
4675,"9,44",609.0,318.0,291.0,65.0,57635.0,"7,58082","50,722394",Westerwald-Lahn,gering besiedelt
4676,"2,83",750.0,374.0,376.0,265.0,57641.0,"7,516934","50,621584",Westerwald-Lahn,gering besiedelt
4677,"1,49",187.0,97.0,90.0,126.0,57638.0,"7,570128","50,667635",Westerwald-Lahn,gering besiedelt
4678,"3,33",245.0,135.0,110.0,74.0,56593.0,"7,499519","50,58987",Westerwald-Lahn,gering besiedelt
4679,"3,99",416.0,213.0,203.0,104.0,57614.0,"7,658434","50,658458",Westerwald-Lahn,gering besiedelt
4680,"2,26",88.0,46.0,42.0,39.0,57610.0,"7,603094","50,738792",Westerwald-Lahn,gering besiedelt
4681,"3,74",236.0,110.0,126.0,63.0,57632.0,"7,532208","50,666174",Westerwald-Lahn,gering besiedelt
4682,"2,32",293.0,140.0,153.0,126.0,57632.0,"7,480643","50,612771",Westerwald-Lahn,gering besiedelt
4683,"1,99",821.0,417.0,404.0,413.0,56593.0,"7,542036","50,595239",Westerwald-Lahn,gering besiedelt
4684,"1,98",137.0,67.0,70.0,69.0,57612.0,"7,693281","50,736484",Westerwald-Lahn,gering besiedelt
4685,"2,13",430.0,208.0,222.0,202.0,57632.0,"7,547291","50,654403",Westerwald-Lahn,gering besiedelt
4686,"3,21",363.0,184.0,179.0,113.0,57635.0,"7,504253","50,706606",Westerwald-Lahn,gering besiedelt
4687,"9,8",371.0,183.0,188.0,38.0,57632.0,"7,513436","50,637343",Westerwald-Lahn,gering besiedelt
4688,"3,2",416.0,209.0,207.0,130.0,57638.0,"7,602522","50,664859",Westerwald-Lahn,gering besiedelt
4689,"2,01",257.0,126.0,131.0,128.0,57632.0,"7,554236","50,665478",Westerwald-Lahn,gering besiedelt
4690,"2,99",294.0,152.0,142.0,98.0,57632.0,"7,566659","50,641721",Westerwald-Lahn,gering besiedelt
4691,"2,94",119.0,60.0,59.0,40.0,57610.0,"7,559972","50,628694",Westerwald-Lahn,gering besiedelt
4692,"1,99",250.0,114.0,136.0,126.0,57636.0,"7,685127","50,698413",Westerwald-Lahn,gering besiedelt
4693,"1,77",230.0,118.0,112.0,130.0,57614.0,"7,615784","50,650719",Westerwald-Lahn,gering besiedelt
4694,"1,99",85.0,40.0,45.0,43.0,57612.0,"7,682596","50,722403",Westerwald-Lahn,gering besiedelt
4695,"2,12",140.0,75.0,65.0,66.0,57632.0,"7,561811","50,685681",Westerwald-Lahn,gering besiedelt
4696,"5,77",227.0,107.0,120.0,39.0,57635.0,"7,534161","50,721766",Westerwald-Lahn,gering besiedelt
4697,"4,22",1385.0,665.0,720.0,328.0,57635.0,"7,550699","50,712833",Westerwald-Lahn,gering besiedelt
4698,"1,96",859.0,457.0,402.0,438.0,56594.0,"7,529873","50,568987",Westerwald-Lahn,gering besiedelt
4699,"2,63",371.0,192.0,179.0,141.0,57635.0,"7,599816","50,714605",Westerwald-Lahn,gering besiedelt
4700,"0,71",150.0,64.0,86.0,211.0,57632.0,"7,525356","50,676551",Westerwald-Lahn,gering besiedelt
4701,"5,06",562.0,284.0,278.0,111.0,57614.0,"7,691746","50,648152",Westerwald-Lahn,gering besiedelt
4702,"10,98",6305.0,3011.0,3294.0,574.0,57610.0,"7,645362","50,687851",Westerwald-Lahn,mittlere Besiedlungsdichte
4705,"55,56",51170.0,24355.0,26815.0,921.0,55545.0,"7,861839","49,844515",Naheland,mittlere Besiedlungsdichte
4707,"7,54",734.0,358.0,376.0,97.0,55585.0,"7,83272","49,785381",Naheland,gering besiedelt
4708,"3,1",613.0,301.0,312.0,198.0,55546.0,"7,938844","49,87331",Naheland,mittlere Besiedlungsdichte
4709,"10,04",1565.0,783.0,782.0,156.0,67824.0,"7,807099","49,775224",Naheland,gering besiedelt
