,city,date,background,law,suspects,crime,party,Land,plz,ags,insgesamt
2359,Berlin,26.04.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
2360,Berlin,26.04.2019,Rechts,303 StGB,0,Sachbeschadigung,Sonstige Partei,11.0,10178,11000000.0,3669491.0
2361,Berlin,26.04.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
2362,Berlin,26.04.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
2363,Berlin,26.04.2019,Links,303 StGB,0,Sachbeschadigung,AfD,11.0,10178,11000000.0,3669491.0
2364,Bad Boll,26.04.2019,Nicht zuzuordnen,185 StGB,0,Beleidigung,GRÜNE,8.0,73087,8117012.0,5151.0
2365,Karlsruhe,26.04.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,Sonstige Partei,8.0,76124,8212000.0,312060.0
2366,Karlsruhe,26.04.2019,Links,303 StGB,0,Sachbeschadigung,AfD,8.0,76124,8212000.0,312060.0
2367,Heidelberg,26.04.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CDU,8.0,69117,8221000.0,161485.0
2368,Weiden,26.04.2019,Nicht zuzuordnen,303 StGB,0,Sachbeschadigung,CSU,7.0,55758,7134091.0,87.0
2369,Furth,26.04.2019,Links,303 StGB,1,Sachbeschadigung,Sonstige Partei,9.0,90744,9563000.0,128497.0
