,plz,year,pop,female,density,degree_urban,size,share_fem
283,74744.0,2014,2176.0,1055.0,40,gering besiedelt,"53,96",0.48483455882352944
284,97947.0,2014,3626.0,1777.0,81,gering besiedelt,"44,72",0.49007170435741865
285,97957.0,2014,1641.0,807.0,51,gering besiedelt,"32,36",0.49177330895795246
286,97950.0,2014,3953.0,1966.0,70,gering besiedelt,"56,28",0.4973437895269416
287,97953.0,2014,3041.0,1510.0,50,gering besiedelt,"61,23",0.49654718842486023
288,97941.0,2014,12832.0,6568.0,185,mittlere Besiedlungsdichte,"69,32",0.5118453865336658
289,97956.0,2014,3276.0,1637.0,76,gering besiedelt,"43,18",0.4996947496947497
290,89561.0,2014,4361.0,2114.0,56,gering besiedelt,"78,06",0.48475120385232745
291,89547.0,2014,11601.0,5874.0,126,gering besiedelt,"92,43",0.5063356607189036
292,89542.0,2014,12890.0,6561.0,220,mittlere Besiedlungsdichte,"58,63",0.5089992242048099
293,89551.0,2014,7086.0,3565.0,156,gering besiedelt,"45,46",0.5031047135196162
294,89555.0,2014,8465.0,4280.0,103,gering besiedelt,"82,41",0.505611340815121
295,89537.0,2014,19135.0,9591.0,434,mittlere Besiedlungsdichte,"44,07",0.5012281160177685
296,89568.0,2014,2144.0,1046.0,141,mittlere Besiedlungsdichte,"15,25",0.4878731343283582
297,89522.0,2014,47164.0,24001.0,440,mittlere Besiedlungsdichte,"107,1",0.5088838944958018
298,89564.0,2014,6095.0,3048.0,135,gering besiedelt,"44,99",0.5000820344544709
299,89168.0,2014,4528.0,2267.0,152,gering besiedelt,"29,81",0.5006625441696113
300,89567.0,2014,5425.0,2696.0,188,mittlere Besiedlungsdichte,"28,92",0.4969585253456221
301,73453.0,2014,7341.0,3683.0,103,gering besiedelt,"71,6",0.5017027652908324
302,74417.0,2014,4893.0,2451.0,90,gering besiedelt,"54,5",0.5009196811771919
303,73547.0,2014,10607.0,5281.0,309,mittlere Besiedlungsdichte,"34,28",0.4978787593098897
304,73450.0,2014,7912.0,3852.0,67,gering besiedelt,"118,52",0.48685540950455003
305,73447.0,2014,7814.0,3965.0,332,mittlere Besiedlungsdichte,"23,57",0.5074225748656258
306,73457.0,2014,6423.0,3203.0,110,gering besiedelt,"58,5",0.4986766308578546
307,73460.0,2014,6022.0,3042.0,322,mittlere Besiedlungsdichte,"18,71",0.5051477914314181
308,73430.0,2014,67079.0,33875.0,457,mittlere Besiedlungsdichte,"146,63",0.505001565318505
309,73441.0,2014,11787.0,5973.0,153,gering besiedelt,"76,98",0.5067447187579537
310,73467.0,2014,1904.0,930.0,90,gering besiedelt,"21,05",0.4884453781512605
311,73469.0,2014,2272.0,1137.0,127,gering besiedelt,"17,96",0.5004401408450704
312,73486.0,2014,1749.0,874.0,76,gering besiedelt,"22,9",0.4997141223556318
313,73488.0,2014,1673.0,842.0,55,gering besiedelt,"30,2",0.5032875074716079
314,73479.0,2014,23626.0,12013.0,185,mittlere Besiedlungsdichte,"127,4",0.5084652501481419
315,73489.0,2014,2302.0,1140.0,61,gering besiedelt,"37,97",0.4952215464813206
316,73491.0,2014,3125.0,1563.0,86,gering besiedelt,"36,27",0.50016
317,73494.0,2014,2637.0,1273.0,64,gering besiedelt,"41,02",0.4827455441789913
318,73499.0,2014,1367.0,661.0,75,gering besiedelt,"18,17",0.48354059985369424
319,73492.0,2014,3256.0,1577.0,128,gering besiedelt,"25,44",0.4843366093366093
320,73466.0,2014,4714.0,2333.0,115,gering besiedelt,"40,86",0.4949087823504455
321,73463.0,2014,5914.0,2953.0,154,gering besiedelt,"38,46",0.4993236388231316
322,73569.0,2014,1749.0,887.0,86,gering besiedelt,"20,27",0.5071469411092052
323,73571.0,2014,2430.0,1227.0,214,mittlere Besiedlungsdichte,"11,38",0.5049382716049383
324,73574.0,2014,2541.0,1273.0,223,mittlere Besiedlungsdichte,"11,42",0.5009838646202283
325,73575.0,2014,2010.0,1012.0,953,mittlere Besiedlungsdichte,"2,11",0.5034825870646766
326,73569.0,2014,456.0,216.0,78,gering besiedelt,"5,86",0.47368421052631576
327,73579.0,2014,2279.0,1144.0,192,gering besiedelt,"11,87",0.501974550241334
328,73566.0,2014,2041.0,1043.0,98,gering besiedelt,"20,75",0.5110240078392945
329,73560.0,2014,4529.0,2257.0,371,mittlere Besiedlungsdichte,"12,22",0.49834400529918305
330,73540.0,2014,9665.0,4908.0,374,mittlere Besiedlungsdichte,"25,81",0.5078116916709777
331,73572.0,2014,1785.0,878.0,197,gering besiedelt,"9,04",0.4918767507002801
332,73563.0,2014,4212.0,2144.0,410,gering besiedelt,"10,27",0.5090218423551757
333,73525.0,2014,59166.0,30362.0,520,mittlere Besiedlungsdichte,"113,78",0.5131663455362877
334,73550.0,2014,7071.0,3576.0,338,mittlere Besiedlungsdichte,"20,95",0.5057276198557489
335,73568.0,2014,2917.0,1411.0,280,gering besiedelt,"10,43",0.4837161467260884
336,73557.0,2014,6580.0,3362.0,749,mittlere Besiedlungsdichte,"8,78",0.5109422492401215
337,73577.0,2014,1814.0,861.0,128,gering besiedelt,"14,22",0.47464167585446526
338,73565.0,2014,3270.0,1666.0,264,gering besiedelt,"12,39",0.5094801223241591
339,73527.0,2014,1001.0,492.0,83,gering besiedelt,12,0.4915084915084915
340,73495.0,2014,1883.0,956.0,60,gering besiedelt,"31,19",0.5077004779607011
341,73497.0,2014,1837.0,942.0,104,gering besiedelt,"17,74",0.5127925966249319
342,73485.0,2014,4552.0,2192.0,67,gering besiedelt,"68,07",0.48154657293497366
343,76530.0,2014,53342.0,28165.0,380,mittlere Besiedlungsdichte,"140,21",0.5280079487083349
344,76133.0,2014,300051.0,149170.0, 1 730,dicht besiedelt,"173,46",0.4971488180342675
345,76275.0,2014,38861.0,19960.0,685,mittlere Besiedlungsdichte,"56,74",0.5136254857054631
346,76316.0,2014,14023.0,7018.0,274,mittlere Besiedlungsdichte,"51,24",0.5004635242102261
347,76359.0,2014,5047.0,2506.0,145,gering besiedelt,"34,92",0.49653259361997226
348,76684.0,2014,12562.0,6229.0,236,gering besiedelt,"53,23",0.4958605317624582
349,76698.0,2014,12966.0,6485.0,355,mittlere Besiedlungsdichte,"36,5",0.5001542495758137
350,75045.0,2014,9483.0,4814.0,258,gering besiedelt,"36,69",0.5076452599388379
351,76356.0,2014,10004.0,5136.0,340,mittlere Besiedlungsdichte,"29,4",0.5133946421431428
352,76307.0,2014,15734.0,8042.0,414,mittlere Besiedlungsdichte,"38,02",0.51112241006737
353,76703.0,2014,14576.0,7414.0,181,gering besiedelt,"80,56",0.5086443468715697
354,76327.0,2014,17601.0,8977.0,567,mittlere Besiedlungsdichte,"31,05",0.510027839327311
355,76344.0,2014,15930.0,8160.0,611,mittlere Besiedlungsdichte,"26,09",0.512241054613936
356,76351.0,2014,11693.0,5936.0,495,mittlere Besiedlungsdichte,"23,6",0.5076541520567861
357,68753.0,2014,20378.0,10268.0,476,mittlere Besiedlungsdichte,"42,84",0.5038767298066542
358,76287.0,2014,20279.0,10406.0,628,mittlere Besiedlungsdichte,"32,29",0.5131416736525469
359,76297.0,2014,23829.0,12092.0,522,mittlere Besiedlungsdichte,"45,68",0.5074489067942423
360,76337.0,2014,12251.0,6212.0, 1 079,mittlere Besiedlungsdichte,"11,35",0.5070606481103583
361,76709.0,2014,5535.0,2779.0,507,mittlere Besiedlungsdichte,"10,91",0.5020776874435411
362,76669.0,2014,12704.0,6397.0,527,mittlere Besiedlungsdichte,"24,11",0.5035421914357683
363,75015.0,2014,28459.0,14344.0,400,mittlere Besiedlungsdichte,"71,11",0.504023331810675
364,75053.0,2014,3661.0,1821.0,246,mittlere Besiedlungsdichte,"14,86",0.49740508057907673
365,76646.0,2014,43030.0,21724.0,463,mittlere Besiedlungsdichte,"93,03",0.5048570764582849
366,76694.0,2014,7937.0,3940.0,693,mittlere Besiedlungsdichte,"11,46",0.49640922262819703
367,76707.0,2014,5498.0,2760.0,501,mittlere Besiedlungsdichte,"10,97",0.5020007275372863
368,76689.0,2014,10042.0,5038.0,717,mittlere Besiedlungsdichte,"14,01",0.5016928898625772
369,76676.0,2014,11571.0,5823.0,402,mittlere Besiedlungsdichte,"28,8",0.5032408607726212
370,76706.0,2014,6473.0,3203.0,210,gering besiedelt,"30,89",0.49482465626448324
371,75057.0,2014,2287.0,1155.0,181,gering besiedelt,"12,67",0.505028421512899
372,75038.0,2014,10426.0,5261.0,311,gering besiedelt,"33,57",0.5046038749280645
373,76661.0,2014,12664.0,6253.0,250,gering besiedelt,"50,56",0.4937618445988629
374,68794.0,2014,9463.0,4807.0,499,mittlere Besiedlungsdichte,"18,95",0.507978442354433
375,75056.0,2014,4669.0,2322.0,249,gering besiedelt,"18,76",0.49732276718783464
376,75059.0,2014,1679.0,803.0,166,gering besiedelt,"10,1",0.4782608695652174
377,77830.0,2014,7936.0,3940.0,449,mittlere Besiedlungsdichte,"17,68",0.4964717741935484
378,76596.0,2014,4787.0,2410.0,36,gering besiedelt,"131,82",0.5034468351786088
379,76571.0,2014,28633.0,14669.0,440,mittlere Besiedlungsdichte,"65,05",0.5123109698599518
380,76476.0,2014,3014.0,1515.0,657,mittlere Besiedlungsdichte,"4,59",0.5026542800265428
381,76456.0,2014,8065.0,4119.0,446,mittlere Besiedlungsdichte,"18,08",0.5107253564786113
382,77815.0,2014,28624.0,14677.0,391,mittlere Besiedlungsdichte,"73,2",0.5127515371716043
383,77833.0,2014,6182.0,3060.0,212,mittlere Besiedlungsdichte,"29,22",0.4949854416046587
384,76474.0,2014,3226.0,1622.0,243,mittlere Besiedlungsdichte,"13,29",0.5027898326100434
385,76467.0,2014,6311.0,3221.0,454,mittlere Besiedlungsdichte,"13,9",0.51037870385042
386,76448.0,2014,11994.0,6107.0,459,mittlere Besiedlungsdichte,"26,15",0.5091712522928131
387,76477.0,2014,3211.0,1608.0,317,gering besiedelt,"10,14",0.5007785736530675
388,76593.0,2014,13949.0,7088.0,170,mittlere Besiedlungsdichte,"82,09",0.508136783998853
389,76597.0,2014,2505.0,1268.0,147,gering besiedelt,"17,07",0.506187624750499
390,76599.0,2014,2499.0,1246.0,276,mittlere Besiedlungsdichte,"9,07",0.49859943977591037
391,76473.0,2014,4776.0,2380.0,240,gering besiedelt,"19,92",0.4983249581239531
392,76461.0,2014,6136.0,3099.0,531,mittlere Besiedlungsdichte,"11,55",0.5050521512385919
393,76470.0,2014,4496.0,2243.0,410,mittlere Besiedlungsdichte,"10,97",0.4988879003558719
394,76437.0,2014,47586.0,24237.0,806,mittlere Besiedlungsdichte,"59,02",0.5093304753498928
395,76479.0,2014,3069.0,1506.0,248,gering besiedelt,"12,4",0.49071358748778104
396,77839.0,2014,4916.0,2457.0,178,gering besiedelt,"27,63",0.4997965825874695
397,77836.0,2014,6718.0,3315.0,158,gering besiedelt,"42,5",0.4934504316760941
398,76549.0,2014,5033.0,2438.0,338,gering besiedelt,"14,91",0.4844029405920922
399,76547.0,2014,11021.0,5569.0,387,mittlere Besiedlungsdichte,"28,5",0.5053080482714817
400,69117.0,2014,154715.0,80727.0, 1 422,dicht besiedelt,"108,83",0.5217787544840513
401,68159.0,2014,299844.0,151296.0, 2 068,dicht besiedelt,"144,96",0.5045823828390763
402,74722.0,2014,17571.0,8976.0,126,gering besiedelt,"138,99",0.5108417278470206
403,69427.0,2014,4828.0,2400.0,45,gering besiedelt,"107,55",0.4971002485501243
404,74736.0,2014,6831.0,3361.0,78,gering besiedelt,"87,02",0.4920216659347094
405,74746.0,2014,3020.0,1526.0,99,gering besiedelt,"30,49",0.5052980132450331
406,74731.0,2014,11285.0,5648.0,107,mittlere Besiedlungsdichte,"105,88",0.5004873726185202
407,74855.0,2014,4887.0,2446.0,255,mittlere Besiedlungsdichte,"19,15",0.5005115612850419
408,74928.0,2014,2002.0,1032.0,114,gering besiedelt,"17,62",0.5154845154845155
409,74858.0,2014,4823.0,2451.0,211,mittlere Besiedlungsdichte,"22,85",0.5081899232842629
410,74867.0,2014,1824.0,935.0,114,mittlere Besiedlungsdichte,"15,95",0.512609649122807
411,74869.0,2014,2867.0,1341.0,343,mittlere Besiedlungsdichte,"8,37",0.4677363097314266
412,74864.0,2014,2733.0,1386.0,166,gering besiedelt,"16,42",0.5071350164654226
413,74838.0,2014,4446.0,2221.0,102,gering besiedelt,"43,61",0.4995501574448943
414,74821.0,2014,22781.0,11627.0,366,mittlere Besiedlungsdichte,"62,23",0.5103814582327378
415,74865.0,2014,1521.0,776.0,186,mittlere Besiedlungsdichte,"8,18",0.5101906640368179
416,74847.0,2014,5132.0,2623.0,211,mittlere Besiedlungsdichte,"24,27",0.5111067809820733
417,74834.0,2014,5864.0,2925.0,126,gering besiedelt,"46,63",0.498806275579809
418,74862.0,2014,1365.0,659.0,283,gering besiedelt,"4,83",0.4827838827838828
419,69437.0,2014,2304.0,1168.0,150,gering besiedelt,"15,31",0.5069444444444444
420,69439.0,2014,705.0,348.0,150,gering besiedelt,"4,7",0.49361702127659574
421,69429.0,2014,4658.0,2410.0,105,gering besiedelt,"44,32",0.5173894375268355
422,74706.0,2014,6401.0,3180.0,135,gering besiedelt,"47,32",0.49679737541009217
423,74749.0,2014,2090.0,1037.0,51,gering besiedelt,"40,97",0.49617224880382776
424,74747.0,2014,2865.0,1383.0,51,gering besiedelt,"55,97",0.4827225130890052
425,74842.0,2014,5891.0,2877.0,120,gering besiedelt,"48,95",0.4883720930232558
426,74850.0,2014,3960.0,1983.0,107,gering besiedelt,"36,97",0.5007575757575757
427,74740.0,2014,4868.0,2345.0,111,gering besiedelt,"43,84",0.4817173377156943
428,74743.0,2014,4129.0,2022.0,148,gering besiedelt,"27,85",0.4897069508355534
429,68782.0,2014,13786.0,7195.0, 1 353,mittlere Besiedlungsdichte,"10,19",0.5219062817350936
430,69221.0,2014,12229.0,6402.0,864,mittlere Besiedlungsdichte,"14,16",0.5235096900809552
431,69214.0,2014,15112.0,7794.0, 2 651,mittlere Besiedlungsdichte,"5,7",0.5157490735839069
432,68542.0,2014,11154.0,5782.0,758,mittlere Besiedlungsdichte,"14,71",0.5183790568405953
433,68549.0,2014,9008.0,4637.0, 1 529,mittlere Besiedlungsdichte,"5,89",0.5147646536412078
434,68775.0,2014,12619.0,6504.0,764,mittlere Besiedlungsdichte,"16,52",0.5154132657104367
435,68526.0,2014,11380.0,5902.0,599,mittlere Besiedlungsdichte,19,0.5186291739894552
436,69181.0,2014,26097.0,13449.0, 1 264,mittlere Besiedlungsdichte,"20,64",0.5153465915622485
437,69226.0,2014,10770.0,5417.0,792,mittlere Besiedlungsdichte,"13,59",0.5029712163416898
438,68723.0,2014,11878.0,6143.0,929,mittlere Besiedlungsdichte,"12,78",0.5171746085199529
439,68723.0,2014,10160.0,5276.0, 1 211,mittlere Besiedlungsdichte,"8,39",0.5192913385826772
440,69207.0,2014,14672.0,7527.0, 1 008,mittlere Besiedlungsdichte,"14,55",0.5130179934569248
441,69198.0,2014,14812.0,7645.0,468,mittlere Besiedlungsdichte,"31,62",0.516135565757494
442,68723.0,2014,21494.0,11126.0,994,mittlere Besiedlungsdichte,"21,63",0.5176328277658881
443,69190.0,2014,14997.0,7570.0,753,mittlere Besiedlungsdichte,"19,91",0.5047676201907048
444,69469.0,2014,43892.0,22550.0,755,mittlere Besiedlungsdichte,"58,11",0.5137610498496309
445,68789.0,2014,13403.0,6734.0,524,mittlere Besiedlungsdichte,"25,56",0.5024248302618817
446,68535.0,2014,13709.0,7144.0, 1 139,mittlere Besiedlungsdichte,"12,04",0.5211175140418703
447,69493.0,2014,9582.0,4970.0,776,mittlere Besiedlungsdichte,"12,35",0.5186808599457315
448,69412.0,2014,14511.0,7557.0,179,mittlere Besiedlungsdichte,"81,17",0.5207773413272689
449,69436.0,2014,2820.0,1407.0,82,gering besiedelt,"34,48",0.498936170212766
450,74927.0,2014,2597.0,1291.0,315,gering besiedelt,"8,24",0.49711205236811706
451,69256.0,2014,3924.0,2059.0,623,mittlere Besiedlungsdichte,"6,3",0.5247196738022426
452,74909.0,2014,5030.0,2518.0,308,mittlere Besiedlungsdichte,"16,33",0.500596421471173
453,74937.0,2014,1797.0,914.0,211,gering besiedelt,"8,52",0.5086254869226489
454,74931.0,2014,2341.0,1171.0,157,gering besiedelt,"14,91",0.5002135839384878
455,69502.0,2014,12009.0,6130.0,934,mittlere Besiedlungsdichte,"12,86",0.510450495461737
456,69514.0,2014,6002.0,3023.0,583,mittlere Besiedlungsdichte,"10,29",0.503665444851716
457,68804.0,2014,5581.0,2822.0,350,mittlere Besiedlungsdichte,"15,96",0.5056441497939438
458,68766.0,2014,21011.0,10758.0,603,mittlere Besiedlungsdichte,"34,84",0.5120175146351911
459,68809.0,2014,6701.0,3351.0, 1 983,mittlere Besiedlungsdichte,"3,38",0.5000746157289957
460,68799.0,2014,7385.0,3691.0,452,mittlere Besiedlungsdichte,"16,35",0.4997968855788761
461,69245.0,2014,6404.0,3344.0,527,mittlere Besiedlungsdichte,"12,16",0.5221736414740787
462,69251.0,2014,2418.0,1216.0,583,mittlere Besiedlungsdichte,"4,15",0.5028949545078577
463,69151.0,2014,13237.0,6767.0,506,mittlere Besiedlungsdichte,"26,15",0.5112185540530332
464,69257.0,2014,3066.0,1584.0,275,mittlere Besiedlungsdichte,"11,13",0.5166340508806262
465,69254.0,2014,3460.0,1752.0,511,mittlere Besiedlungsdichte,"6,77",0.5063583815028901
466,69242.0,2014,8426.0,4197.0,550,mittlere Besiedlungsdichte,"15,31",0.4981011155945882
467,69231.0,2014,8457.0,4263.0,761,mittlere Besiedlungsdichte,"11,12",0.5040794608017027
468,69434.0,2014,460.0,227.0,56,gering besiedelt,"8,21",0.4934782608695652
469,69253.0,2014,2562.0,1297.0,131,gering besiedelt,"19,61",0.5062451209992194
470,69250.0,2014,4397.0,2201.0,196,gering besiedelt,"22,49",0.5005685694791904
471,69259.0,2014,3166.0,1627.0,667,mittlere Besiedlungsdichte,"4,75",0.5138976626658244
472,74889.0,2014,34882.0,17626.0,275,gering besiedelt,"127,01",0.5053035949773522
473,74939.0,2014,2146.0,1090.0,184,gering besiedelt,"11,64",0.5079217148182665
474,74918.0,2014,4962.0,2580.0,277,mittlere Besiedlungsdichte,"17,92",0.5199516324062878
475,74925.0,2014,2404.0,1183.0,185,gering besiedelt,"12,97",0.4920965058236273
476,74924.0,2014,3947.0,1985.0,149,gering besiedelt,"26,41",0.5029136052698252
477,74933.0,2014,1817.0,925.0,280,gering besiedelt,"6,48",0.5090809025866814
478,74934.0,2014,2106.0,1066.0,211,gering besiedelt,10,0.5061728395061729
479,74915.0,2014,5764.0,2913.0,225,gering besiedelt,"25,57",0.5053782095766829
480,74921.0,2014,3774.0,1879.0,135,gering besiedelt,"27,95",0.4978802331743508
481,69234.0,2014,8769.0,4457.0,387,mittlere Besiedlungsdichte,"22,67",0.5082677614323184
482,69168.0,2014,25642.0,13059.0,847,mittlere Besiedlungsdichte,"30,26",0.5092816472974027
483,75175.0,2014,119291.0,61202.0, 1 217,dicht besiedelt,98,0.5130479248224928
484,75328.0,2014,7987.0,4049.0,215,mittlere Besiedlungsdichte,"37,22",0.5069487917866533
485,72218.0,2014,9678.0,4878.0,171,mittlere Besiedlungsdichte,"56,68",0.5040297582145071
486,72213.0,2014,10236.0,5146.0,192,gering besiedelt,"53,22",0.5027354435326299
487,72227.0,2014,1956.0,980.0,195,gering besiedelt,"10,01",0.5010224948875256
488,72226.0,2014,2071.0,1017.0,47,gering besiedelt,"44,18",0.49106711733462094
489,75382.0,2014,7887.0,3946.0,412,mittlere Besiedlungsdichte,"19,16",0.500316977304425
490,75391.0,2014,3614.0,1817.0,246,gering besiedelt,"14,68",0.5027670171555063
491,75395.0,2014,2338.0,1181.0,253,gering besiedelt,"9,23",0.5051325919589392
492,75397.0,2014,2882.0,1442.0,303,gering besiedelt,"9,5",0.5003469812630118
493,75335.0,2014,2175.0,1111.0,118,gering besiedelt,"18,43",0.5108045977011494
494,76332.0,2014,7458.0,3818.0,226,gering besiedelt,"33,03",0.5119334942343792
495,75378.0,2014,8915.0,4556.0,264,mittlere Besiedlungsdichte,"33,8",0.511048794167134
496,75399.0,2014,2278.0,1158.0,362,mittlere Besiedlungsdichte,"6,3",0.5083406496927129
497,75387.0,2014,5470.0,2748.0,222,gering besiedelt,"24,69",0.5023765996343693
498,75389.0,2014,3126.0,1510.0,61,gering besiedelt,"51,3",0.48304542546385154
499,75385.0,2014,2999.0,1486.0,119,gering besiedelt,"25,18",0.49549849949983327
500,75394.0,2014,2748.0,1381.0,76,gering besiedelt,"35,99",0.50254730713246
501,75365.0,2014,22600.0,11288.0,377,mittlere Besiedlungsdichte,"59,88",0.4994690265486726
502,72224.0,2014,4739.0,2320.0,193,mittlere Besiedlungsdichte,"24,56",0.4895547583878455
503,72221.0,2014,5765.0,2903.0,199,gering besiedelt,"28,92",0.5035559410234172
504,72202.0,2014,21470.0,10929.0,340,mittlere Besiedlungsdichte,"63,09",0.5090358639962739
505,72229.0,2014,1894.0,945.0,482,mittlere Besiedlungsdichte,"3,93",0.4989440337909187
506,75337.0,2014,1166.0,587.0,58,gering besiedelt,"20,2",0.5034305317324185
507,75339.0,2014,1677.0,821.0,185,mittlere Besiedlungsdichte,"9,08",0.4895646988670245
508,75323.0,2014,9637.0,4855.0,92,mittlere Besiedlungsdichte,"105,27",0.5037874857320743
509,75217.0,2014,10158.0,5202.0,534,mittlere Besiedlungsdichte,"19,04",0.5121086828115771
510,75428.0,2014,7321.0,3725.0,249,mittlere Besiedlungsdichte,"29,36",0.5088102718207895
511,75228.0,2014,5962.0,3070.0,726,mittlere Besiedlungsdichte,"8,21",0.5149278765514927
512,75438.0,2014,7946.0,4059.0,302,gering besiedelt,"26,33",0.5108230556254719
513,75223.0,2014,11830.0,6038.0,537,mittlere Besiedlungsdichte,"22,02",0.5103972950126796
514,75210.0,2014,9043.0,4671.0,303,mittlere Besiedlungsdichte,"29,83",0.5165321242950348
515,75196.0,2014,11673.0,5942.0,485,mittlere Besiedlungsdichte,"24,06",0.5090379508266941
516,75334.0,2014,10829.0,5446.0,327,mittlere Besiedlungsdichte,"33,08",0.5029088558500323
517,71292.0,2014,3918.0,1977.0,459,mittlere Besiedlungsdichte,"8,54",0.5045941807044411
518,71296.0,2014,5024.0,2298.0,351,gering besiedelt,"14,3",0.45740445859872614
519,71297.0,2014,2679.0,1315.0,160,mittlere Besiedlungsdichte,"16,78",0.49085479656588277
520,75446.0,2014,6616.0,3285.0,269,mittlere Besiedlungsdichte,"24,62",0.4965235792019347
521,71299.0,2014,2726.0,1360.0,338,mittlere Besiedlungsdichte,"8,06",0.4988994864269993
522,75449.0,2014,3061.0,1536.0,416,gering besiedelt,"7,35",0.501796798431885
523,75239.0,2014,4605.0,2415.0,573,mittlere Besiedlungsdichte,"8,04",0.5244299674267101
524,75236.0,2014,6292.0,3149.0,461,mittlere Besiedlungsdichte,"13,64",0.5004767959313414
525,75203.0,2014,9822.0,4992.0,291,mittlere Besiedlungsdichte,"33,72",0.5082467929138669
526,75433.0,2014,6318.0,3225.0,248,gering besiedelt,"25,44",0.5104463437796771
527,75447.0,2014,2761.0,1380.0,160,gering besiedelt,"17,31",0.4998189061934082
528,75417.0,2014,25211.0,12742.0,464,mittlere Besiedlungsdichte,"54,32",0.5054143032803141
529,75443.0,2014,4647.0,2341.0,326,mittlere Besiedlungsdichte,"14,26",0.5037658704540564
