,date,place,suspects,background,law,crime,party_1,party_2,party_3,party_4,party_5,party_6,party_7,id
404,21.08.2019,Bautzen,1,Links,STGB-185,Beleidigung,Sonstige,,,,,,,404
405,22.08.2019,Birkenwerder,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,405
406,22.08.2019,Schwerin,0,Links,STGB-241,Bedrohung,AfD,,,,,,,406
407,22.08.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,407
408,22.08.2019,Dresden,8,Links,STGB-123,Hausfriedensbruch,CDU,,,,,,,408
409,23.08.2019,Senftenberg,1,Nicht zuzuordnen,STGB-185,Beleidigung,CDU,,,,,,,409
410,23.08.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,410
411,23.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,CDU,,,,,,,411
412,23.08.2019,Dresden,1,Rechts,STGB-303,Sachbeschadigung,Grune,CDU,FDP,SPD,,,,412
416,23.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,416
417,23.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,417
418,23.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,418
419,23.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,419
420,23.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,420
421,23.08.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,421
422,23.08.2019,Bautzen,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,422
423,24.08.2019,Eberswalde,0,Rechts,STGB-185,Beleidigung,Sonstige,,,,,,,423
424,24.08.2019,Rochlitz,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,424
426,24.08.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,CDU,,,,,,426
427,24.08.2019,Weisswasser,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,427
428,24.08.2019,Leipzig,0,Links,STGB-223,Korperverletzung,AfD,,,,,,,428
430,25.08.2019,Schwerin,1,Nicht zuzuordnen,STGB-187,Verleumdung ohne sexuelle Grundlage,SPD,,,,,,,430
434,25.08.2019,Bernstadt,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,,,,434
435,26.08.2019,Stuttgart,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,435
436,26.08.2019,Chemnitz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,436
438,28.08.2019,Neuendorf,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,438
439,28.08.2019,Berlin,0,Links,STGB-303,Sachbeschadigung,MD,,,,,,,439
440,28.08.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,440
441,29.08.2019,Gifhorn,0,Links,STGB-185,Beleidigung,AfD,,,,,,,441
442,29.08.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,442
444,30.08.2019,Am Mellensee,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,444
445,30.08.2019,Cottbus,0,Nicht zuzuordnen,STGB-185,Beleidigung,CDU,,,,,,,445
446,30.08.2019,Mannheim,0,Links,STGB-186,Uble Nachrede,AfD,,,,,,,446
447,30.08.2019,Kiel,0,Links,STGB-238,Nachstellung,AfD,,,,,,,447
449,30.08.2019,Ottendorf-Okrilla,1,Nicht zuzuordnen,STGB-111,Straftaten,CDU,,,,,,,449
450,30.08.2019,Bernstadt,0,Links,STGB-241,Bedrohung,AfD,,,,,,,450
451,31.08.2019,Magdeburg,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,451
455,31.08.2019,Bamberg,0,Nicht zuzuordnen,STGB-188,Verleumdung von Personen des politischen LebensLebens,Grune,,,,,,,455
456,01.09.2019,Eberswalde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,456
457,01.09.2019,Schwabisch Hall,0,Rechts,STGB-241,Bedrohung,Sonstige,,,,,,,457
458,01.09.2019,Leipzig,1,Links,STGB-185,Beleidigung,AfD,,,,,,,458
459,02.09.2019,Walddorfhaslach,1,Nicht zuzuordnen,STGB-185,Beleidigung,Grune,,,,,,,459
460,02.09.2019,Langballig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,460
461,02.09.2019,Blieskastel,1,Links,STGB-185,Beleidigung,AfD,,,,,,,461
462,03.09.2019,Chemnitz,0,Nicht zuzuordnen,STGB-202A,Ausspahen von Daten,AfD,,,,,,,462
463,04.09.2019,Hannover,0,Links,STGB-240,Notigung,AfD,,,,,,,463
464,05.09.2019,Oelsnitz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,464
465,06.09.2019,Neuwied,1,Nicht zuzuordnen,STGB-240,Notigung,AfD,,,,,,,465
466,06.09.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,466
467,07.09.2019,Hennigsdorf,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,467
468,07.09.2019,Stuttgart,0,Rechts,STGB-185,Beleidigung,Sonstige,,,,,,,468
469,08.09.2019,Kiel,1,Rechts,STGB-185,Beleidigung,Grune,,,,,,,469
470,09.09.2019,Nurnberg,0,Nicht zuzuordnen,STGB-185,Beleidigung,Grune,,,,,,,470
474,10.09.2019,Ostercappeln,1,Links,STGB-188,Verleumdung von Personen des politischen LebensLebens,AfD,,,,,,,474
477,13.09.2019,Stuttgart,0,Rechts,STGB-187,Verleumdung ohne sexuelle Grundlage,CDU,,,,,,,477
478,13.09.2019,Dresden,0,Rechts,STGB-241,Bedrohung,CDU,,,,,,,478
479,14.09.2019,Berlin,0,Links,STGB-185,Beleidigung,AfD,,,,,,,479
480,14.09.2019,Obernholz,1,Links,STGB-185,Beleidigung,AfD,,,,,,,480
484,15.09.2019,Dresden,1,Links,STGB-188,Verleumdung von Personen des politischen LebensLebens,AfD,,,,,,,484
485,16.09.2019,Quedlinburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,485
486,16.09.2019,Grimma,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,486
487,18.09.2019,Heidelberg,1,Nicht zuzuordnen,STGB-185,Beleidigung,SPD,,,,,,,487
488,20.09.2019,Goslar,1,Nicht zuzuordnen,STGB-240,Notigung,SPD,,,,,,,488
490,21.09.2019,Schwenningen,1,Links,STGB-185,Beleidigung,AfD,,,,,,,490
491,22.09.2019,Berlin,0,Rechts,STGB-241,Bedrohung,Grune,,,,,,,491
493,23.09.2019,Vilsen,1,Rechts,STGB-185,Beleidigung,SPD,IN),,,,,,493
495,24.09.2019,Erfurt,0,Nicht zuzuordnen,STGB-185,Beleidigung,AfD,,,,,,,495
496,25.09.2019,Speyer,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,496
497,26.09.2019,Chemnitz,0,Links,STGB-303,Sachbeschadigung,Sonstige,,,,,,,497
498,27.09.2019,Guben,0,Links,STGB-241,Bedrohung,AfD,,,,,,,498
499,27.09.2019,Lubeck,0,Links,STGB-185,Beleidigung,Sonstige,,,,,,,499
500,28.09.2019,Dossenheim,0,Rechts,STGB-130,Volksverhetzung,Die Linke,,,,,,,500
502,07.07.2019,Hohen Neuendorf,0,Links,STGB-242,Diebstahl,AfD,,,,,,,502
503,07.07.2019,Birkenwerder,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,503
504,07.07.2019,Rheinsberg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,504
505,07.07.2019,Oranienburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,505
506,07.07.2019,Wingerode,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,506
507,08.07.2019,Niedergorsdorf,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,507
508,08.07.2019,Werneuchen,0,Links,STGB-303,Sachbeschadigung,MD,,,,,,,508
509,09.07.2019,Prenzlau,2,Rechts,STGB-303,Sachbeschadigung,SPD,,,,,,,509
510,09.07.2019,Wustermark,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,510
511,09.07.2019,Frankfurt,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,511
512,10.07.2019,Nauen,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,512
513,10.07.2019,Hohen Neuendorf,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,513
514,10.07.2019,Werneuchen,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,514
515,11.07.2019,Zeuthen,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,515
516,11.07.2019,Eichwalde,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,516
517,11.07.2019,Brandenburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,517
518,12.07.2019,Brandenburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,518
522,14.07.2019,Oranienburg,2,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,522
523,14.07.2019,Panketal,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Grune,,,,,,,523
524,14.07.2019,Brandenburg,0,Links,STGB-242,Diebstahl,AfD,,,,,,,524
525,14.07.2019,Luckenwalde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,525
526,14.07.2019,Potsdam,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,526
527,14.07.2019,Prenzlau,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,527
528,14.07.2019,Lenzen,0,Rechts,STGB-303,Sachbeschadigung,SPD,,,,,,,528
529,15.07.2019,Grunheide,0,Nicht zuzuordnen,STGB-242,Diebstahl,Sonstige,,,,,,,529
530,15.07.2019,Lenzen,0,Rechts,STGB-303,Sachbeschadigung,Grune,,,,,,,530
531,16.07.2019,Grossbeeren,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,531
532,16.07.2019,Erkner,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,532
533,17.07.2019,Luckenwalde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,533
534,17.07.2019,Brandenburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,534
535,17.07.2019,Niedergorsdorf,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,535
536,17.07.2019,Burg,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,536
537,17.07.2019,Herzberg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,537
538,17.07.2019,Wittenberge,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,538
539,17.07.2019,Templin,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,539
540,18.07.2019,Teltow,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,540
541,18.07.2019,Werder,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,541
542,18.07.2019,Potsdam,3,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,542
543,18.07.2019,Teltow,0,Links,STGB-242,Diebstahl,AfD,,,,,,,543
547,18.07.2019,Berlin,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,,,,,,,547
548,19.07.2019,Kyritz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,548
549,19.07.2019,Neuruppin,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,549
550,19.07.2019,Templin,0,Links,STGB-242,Diebstahl,AfD,,,,,,,550
551,19.07.2019,Juterbog,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,551
552,19.07.2019,Wittenberge,1,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,552
553,19.07.2019,Falkensee,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,553
554,19.07.2019,Miincheberg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,554
555,19.07.2019,Brieselang,1,Rechts,STGB-303,Sachbeschadigung,Sonstige,,,,,,,555
556,19.07.2019,Vierkirchen,0,Rechts,STGB-242,Diebstahl,CDU,,,,,,,556
557,20.07.2019,Hennigsdorf,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,557
558,20.07.2019,Luckenwalde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,558
560,20.07.2019,Werder,0,Nicht zuzuordnen,STG B-303,Sachbeschadigung,Grune,,,,,,,560
561,20.07.2019,Dahme,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,561
565,20.07.2019,Glauchau,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,,,,565
566,20.07.2019,Radebeul,1,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,566
567,21.07.2019,Zehdenick,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,567
568,21.07.2019,Eichwalde,0,Links,STGB-242,Diebstahl,AfD,,,,,,,568
569,21.07.2019,Neuruppin,0,Links,STGB-303,Sachbeschadigung,AfD,CDU,,,,,,569
572,21.07.2019,Fehrbellin,0,Nicht zuzuordnen,STG B-303,Sachbeschadigung,SPD,,,,,,,572
573,21.07.2019,Brandenburg,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,573
574,21.07.2019,Ziesar,0,Nicht zuzuordnen,STG B-303,Sachbeschadigung,SPD,,,,,,,574
575,21.07.2019,Potsdam,2,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,575
578,21.07.2019,Blankenfelde-Mahlow,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,578
581,21.07.2019,Blankenfelde-Mahlow,0,Links,STG B-242,Diebstahl,AfD,,,,,,,581
584,21.07.2019,Blankenfelde-Mahlow,0,Links,STG B-242,Diebstahl,AfD,,,,,,,584
585,21.07.2019,Niedergorsdorf,0,Links,STG B-242,Diebstahl,AfD,,,,,,,585
586,21.07.2019,Niedergorsdorf,0,Links,STG B-242,Diebstahl,AfD,,,,,,,586
587,21.07.2019,Niedergorsdorf,0,Links,STG B-242,Diebstahl,AfD,,,,,,,587
588,21.07.2019,Naunhof,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,588
589,22.07.2019,Neuruppin,0,Links,STG B-242,Diebstahl,AfD,,,,,,,589
590,22.07.2019,Prenzlau,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,590
593,22.07.2019,Blankenfelde-Mahlow,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,593
594,22.07.2019,Blankenfelde-Mahlow,0,Links,STG B-303,Sachbeschadigung,AfD,,,,,,,594
600,22.07.2019,Lubben,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,600
601,22.07.2019,Luckenwalde,0,Links,STGB-242,Diebstahl,AfD,,,,,,,601
602,22.07.2019,Markkleeberg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,602
603,23.07.2019,Wildau,0,Links,STGB-242,Diebstahl,AfD,,,,,,,603
604,23.07.2019,Neuruppin,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,604
605,23.07.2019,Hennigsdorf,0,Links,STGB-242,Diebstahl,AfD,,,,,,,605
606,23.07.2019,Heiligengrabe,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,606
607,23.07.2019,Juterborg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,607
608,23.07.2019,Plauen,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,608
609,23.07.2019,Naunhof,0,Rechts,STGB-240,Notigung,Die Linke,,,,,,,609
610,24.07.2019,Birkenwerder,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,610
611,24.07.2019,Wittstock,0,Rechts,STGB-242,Diebstahl,Die Linke,,,,,,,611
612,24.07.2019,Potsdam,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,612
613,24.07.2019,Potsdam,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,613
614,24.07.2019,Bad Belzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,614
615,24.07.2019,Schwielowsee,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,615
616,24.07.2019,Dahme,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,616
617,24.07.2019,Chemnitz,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,617
620,24.07.2019,Chemnitz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,620
621,24.07.2019,Crimmitschau,2,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,621
622,24.07.2019,Eppendorf,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,622
623,24.07.2019,Borna,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,623
624,25.07.2019,Templin,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,624
627,25.07.2019,Premnitz,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,,,,,,,627
633,25.07.2019,Bahretal,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,,,,633
634,25.07.2019,Stollberg,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,634
635,25.07.2019,Freiberg,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,635
636,25.07.2019,Glauchau,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,636
637,26.07.2019,Rangsdorf,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,637
638,26.07.2019,Niedergorsdorf,0,Links,STGB-303,Sachbeschadigung,AfD,Die Linke,CDU,,,,,638
642,26.07.2019,Bahretal,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,FDP,CDU,,,,,,642
645,26.07.2019,Grunhain-Beierfeld,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,645
646,26.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,646
647,26.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,647
648,26.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,648
649,26.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,Die Linke,,,,,,649
653,26.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,653
654,27.07.2019,Neuhausen,2,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,654
655,27.07.2019,Bad Liebenwerda,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Grune,CDU,FDP,,,,,655
658,27.07.2019,Lunow-Stolzenhagen,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,658
659,27.07.2019,Luckenwalde,0,Nicht zuzuordnen,STGB-242,Diebstahl,SPD,,,,,,,659
660,27.07.2019,Luckenwalde,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,CDU,SPD,Grune,,,,660
666,27.07.2019,Dallgow-Doberitz,1,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,CDU,,,,,,666
667,27.07.2019,Riterbog,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,667
670,27.07.2019,Dresden,0,Nicht zuzuordnen,STGB-242,Diebstahl,SPD,,,,,,,670
671,27.07.2019,Rodewisch,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,671
675,27.07.2019,Leipzig,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Die Linke,,,,,,,675
677,28.07.2019,Prenzlau,0,Links,STGB-243,Besonders schwerer Fall des Diebstahls des Diebstahls,AfD,,,,,,,677
678,28.07.2019,Birkenwerder,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,678
679,28.07.2019,Brandenburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,679
683,28.07.2019,Chemnitz,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,CDU,,,,,,683
686,28.07.2019,Lommatzsch,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,686
687,28.07.2019,Zwickau,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,687
688,28.07.2019,Delitzsch,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,688
689,28.07.2019,Rochlitz,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,689
690,29.07.2019,Mittenwalde,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,690
691,29.07.2019,Ludwigsfelde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,691
693,29.07.2019,Ludwigsfelde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,693
694,29.07.2019,Seelow,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,694
697,29.07.2019,Luckenwalde,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,Die Linke,,,,,,697
698,29.07.2019,Niedergorsdorf,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,698
699,29.07.2019,Rangsdorf,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,699
700,29.07.2019,Rochlitz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,700
701,29.07.2019,Chemnitz,2,Links,STGB-303,Sachbeschadigung,Sonstige,,,,,,,701
702,29.07.2019,Freiberg,1,Links,STGB-242,Diebstahl,AfD,,,,,,,702
703,29.07.2019,Plauen,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,703
704,29.07.2019,Plauen,0,Nicht zuzuordnen,STGB-242,Diebstahl,CDU,,,,,,,704
705,29.07.2019,Breitenbrunn,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Grune,,,,,,,705
706,29.07.2019,Oederan,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,706
707,29.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,707
708,29.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,708
709,29.07.2019,Lommatzsch,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,709
710,29.07.2019,Grimma,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,710
712,29.07.2019,Rochlitz,0,Links,STGB-248A,Diebstahl geringwertiger Sachen,AfD,,,,,,,712
715,29.07.2019,Ebersbach-Neugersdorf,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,715
716,30.07.2019,Ziltendorf,0,Links,STGB-242,Diebstahl,AfD,,,,,,,716
717,30.07.2019,Luckenwalde,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,717
718,30.07.2019,Dahme,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,718
719,30.07.2019,Wustermark,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,719
720,30.07.2019,Eisenhuttenstadt,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,720
721,30.07.2019,Vogelsang,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,721
722,30.07.2019,Radeberg,0,Links,STGB-303,Sachbeschadigung,Sonstige,,,,,,,722
723,30.07.2019,Glauchau,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,723
724,30.07.2019,Altenberg,0,Links,STGB-303,Sachbeschadigung,CDU,,,,,,,724
726,30.07.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,726
727,30.07.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,Sonstige,,,,,,,727
728,30.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,728
729,30.07.2019,Weischlitz,0,Rechts,STGB-242,Diebstahl,Die Linke,,,,,,,729
730,30.07.2019,Grimma,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,730
731,30.07.2019,Grimma,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,731
732,30.07.2019,Grimma,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,732
733,31.07.2019,Luckenwalde,0,Links,STGB-242,Diebstahl,AfD,,,,,,,733
734,31.07.2019,Bad Freienwalde,1,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,734
735,31.07.2019,Chemnitz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Grune,,,,,,,735
736,31.07.2019,Grimma,1,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,736
737,31.07.2019,Grimma,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,737
738,31.07.2019,Dresden,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Grune,,,,,,,738
739,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,739
740,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,740
741,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,741
742,31.07.2019,Waldenburg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,742
743,31.07.2019,Heidenau,3,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,743
744,31.07.2019,Zschopau,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,744
745,31.07.2019,Meissen,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,745
746,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,Sonstige,,,,,,,746
747,31.07.2019,Leipzig,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,747
748,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,748
749,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,749
750,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,750
751,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,751
752,31.07.2019,Dresden,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,752
753,01.08.2019,Schulzendorf,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,753
754,01.08.2019,Bernau,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,754
755,01.08.2019,Grunow,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,755
756,01.08.2019,Bestensee,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,756
757,01.08.2019,Juterbog,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,757
758,01.08.2019,Niedergorsdorf,0,Links,STGB-242,Diebstahl,AfD,,,,,,,758
762,01.08.2019,Falkensee,1,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,762
763,01.08.2019,Chemnitz,4,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,763
